Name,Created,Runtime,End Time,Hostname,ID,Notes,State,Tags,adv_epochs,adv_lr,adversarial_train,batch_size,dataset_name,dis_d_model,dis_dropout,dis_epochs,dis_feed_forward,dis_lambda,dis_minibatch,dis_num_encoder_layers,dis_num_heads,dis_pretrain,dis_wgan,gen_d_model,gen_dim_feedforward,gen_dropout,gen_epochs,gen_max_lr,gen_num_encoder_layers,gen_num_heads,gen_pretrain,gen_train_size,generated_num,max_len,properties,roll_num,save_name,seed,update_rate,adv/R_mean,adv/R_std,adv/advantage_mean,adv/baseline,adv/dis_acc,adv/dis_acc_fake,adv/dis_acc_real,adv/dis_loss,adv/entropy,adv/grad_norm,adv/logp_mean,adv/logp_std,adv/lr,adv/pg_loss_mean,adv/pg_loss_sum,adv/raw_mean_reward,epoch,global_step,pre_dis/train_acc,pre_dis/train_loss,pre_dis/val_acc,pre_dis/val_loss,pre_gen/train_loss,pre_gen/val_loss,prop/diversity,prop/novelty,prop/objective,prop/uniqueness,prop/validity,prop/vol_nhoc_max,prop/vol_nhoc_mean,prop/vol_nhoc_min,prop/vol_nhoc_std,rl_dis/train_acc,rl_dis/train_loss,rl_dis/val_acc,rl_dis/val_loss,trainer/global_step
TenGAN_0.1_vol_nhoc_roll8,2025-08-11T21:03:06.000Z,63768,2025-08-12T14:45:54.000Z,node-e00a-011.myriad.ucl.ac.uk,7t68ct0n,-,crashed,"sge_job=212339, task=3",80,9.77788647814551E-05,true,64,combinedSet_10k,90,0.31193095137129,15,160,0.1,false,4,5,true,false,160,1024,0.0827476245845926,60,0.000466396317753661,4,4,true,10000,10000,60,vol_nhoc,8,66,27,0.840381585064649,0.227529302239418,0.149422600865364,0.227529287338257,0.41044579529865,0.34375,0.1875,0.5,0.75237250328064,0.354870140552521,137.597915649414,-0.360749334096909,0.710262835025787,7.92008804729786E-05,0.0752732306718826,207.151931762695,0.637975096702576,58,58,0.546455383300781,0.686847031116486,0.56128066778183,0.684770166873932,0.574660181999207,0.57901257276535,0.879888752044163,0.943750939990976,0.782370751555802,0.701371308016878,0.949519230769231,0.953339351414323,0.658606139500962,0.052727842569911,0.17855458587574,0.54039478302002,0.687910616397858,0.562281131744385,0.682897925376892,16073
TenGAN_0.3_vol_nhoc_roll8,2025-08-10T18:21:39.000Z,79316,2025-08-11T16:23:35.000Z,node-d00a-245.myriad.ucl.ac.uk,3t5x7iel,-,finished,"sge_job=221061, task=20",80,6.42022538668731E-05,true,32,combinedSet_10k,90,0.25190203644498,15,256,0.3,false,4,5,true,false,160,1024,0.0809720832204091,60,0.000215125265437225,4,4,true,10000,10000,60,vol_nhoc,8,66,27,0.848149064420496,0.156620889902115,0.104077659547329,0.156620889902115,0.455236127968185,0.265625,0.03125,0.46875,0.799939572811127,0.508426129817963,82.4306259155273,-0.52775776386261,0.756051301956177,4.68034430689505E-05,0.0786883682012558,78.0588607788086,0.611856997013092,0,80,0.523992240428925,0.691692471504211,0.521760880947113,0.691046118736267,0.575388193130493,0.583924829959869,0.873126700358525,0.929465776293823,0.781864540181335,0.756392718089025,0.951822916666667,0.955931028167557,0.63582064492858,0.0367569749230001,0.181727698693139,0.519154846668243,0.692099273204804,0.518759369850159,0.692038059234619,45039
TenGAN_0.1_vol_nhoc_roll8,2025-08-10T15:18:37.000Z,101269,2025-08-11T19:26:26.000Z,node-d00a-049.myriad.ucl.ac.uk,jo1i2gnn,-,finished,"sge_job=221061, task=5",80,8.59986277454473E-05,true,64,combinedSet_10k,90,0.248447044314546,15,160,0.1,false,4,5,true,false,160,1024,0.0971784686503087,60,0.000571979167510546,4,4,true,10000,10000,60,vol_nhoc,8,66,27,0.770809474687522,0.188197553157806,0.169749543070793,0.188197553157806,0.429695364638084,0.421875,0.25,0.453125,0.741361260414124,0.413016676902771,136.07600402832,-0.417555660009384,0.733065187931061,6.26929996264311E-05,0.0776014477014542,178.793731689453,0.617892920970917,0,80,0.540895164012909,0.687152683734894,0.540270149707794,0.68797242641449,0.575456380844116,0.5812828540802,0.86928608563914,0.934663963823484,0.779382925277886,0.693297297297297,0.926482371794872,0.930320693240882,0.671235496736889,0.0122973511256075,0.177418823672146,0.537614703178406,0.687499821186066,0.551775872707367,0.687472641468048,22559
TenGAN_0.5_vol_nhoc_roll8,2025-08-09T10:57:44.000Z,147110,2025-08-11T03:49:34.000Z,node-d00a-235.myriad.ucl.ac.uk,m9e3f93c,-,finished,"sge_job=212338, task=46",80,6.74127634646663E-05,true,96,combinedSet_10k,90,0.181697825516247,15,320,0.5,false,4,5,true,false,128,1024,0.0623226312245586,60,0.000758771395868724,4,4,true,10000,10000,60,vol_nhoc,8,66,27,0.756680385514059,0.110200621187687,0.0757438763976097,0.110200621187687,0.472300028783903,0.375,0.13541667163372,0.15625,0.831903636455536,0.314390152692795,137.057601928711,-0.336202561855316,0.762185454368591,4.91439045657417E-05,0.0340185575187206,176.352203369141,0.582500636577606,0,80,0.557909369468689,0.681342780590057,0.571285665035248,0.677721381187439,0.560234427452087,0.589637458324432,0.850666012384512,0.991161796151105,0.778507091821604,0.744139174710937,0.944399919855741,0.901652012447713,0.606417284195119,0.0635744611723949,0.124301703646553,0.553628027439117,0.680380344390869,0.571285665035248,0.678940773010254,15039
TenGAN_0.3_vol_nhoc_roll8,2025-08-10T21:16:55.000Z,86375,2025-08-11T21:16:30.000Z,node-d00a-084.myriad.ucl.ac.uk,eqbxyrit,-,finished,"sge_job=221061, task=24",80,6.91342904434227E-05,true,32,combinedSet_10k,70,0.229971364485021,15,192,0.3,false,4,5,true,false,160,1024,0.0998795179132758,60,0.000366748963915022,4,4,true,10000,10000,60,vol_nhoc,8,66,27,0.785897331809337,0.113512545824051,0.117875911295414,0.113512553274632,0.422096425086082,0.40625,0.15625,0.46875,0.741787910461426,0.504804193973541,74.5767211914063,-0.507626056671143,0.765013098716736,5.03988977332551E-05,0.0468531213700771,49.4768943786621,0.535609006881714,0,80,0.52871835231781,0.690666437149048,0.533266603946686,0.689549922943115,0.581607043743134,0.584850013256073,0.870732310150888,0.927032913843175,0.777257929903992,0.872742633857852,0.948417467948718,0.941296920465217,0.569048316935106,0.0175628528230275,0.196579509780525,0.525938272476196,0.691731154918671,0.523761868476868,0.688858389854431,45039
TenGAN_0.1_vol_nhoc_roll8,2025-08-11T15:25:40.000Z,81184,2025-08-12T13:58:44.000Z,node-d00a-057.myriad.ucl.ac.uk,8f21p2k0,-,finished,"sge_job=222039, task=22",80,7.3811124580045E-05,true,32,combinedSet_10k,90,0.287593766050728,15,128,0.1,false,4,5,true,false,160,1024,0.0660748112873615,60,0.000355346291705675,4,4,true,10000,10000,60,vol_nhoc,8,66,27,0.817835595313989,0.182429313659668,0.160973399877548,0.182429283857346,0.412848316644517,0.46875,0.53125,0.53125,0.724547624588013,0.54142689704895,101.094970703125,-0.526071786880493,0.73821884393692,5.38083098188528E-05,0.0917303338646889,88.0611190795898,0.595277607440949,0,80,0.521768152713776,0.69195556640625,0.51325660943985,0.694420516490936,0.573326766490936,0.588654160499573,0.873650341118585,0.925707547169811,0.776991035412169,0.805573147561748,0.948918269230769,0.955931028167557,0.602378106549259,0.00919370536728809,0.193655645812157,0.526605486869812,0.691421210765839,0.521760880947113,0.692217350006104,45039
TenGAN_0.5_vol_nhoc_roll8,2025-08-09T22:10:01.000Z,78580,2025-08-10T19:59:41.000Z,node-d00a-149.myriad.ucl.ac.uk,nzyohowp,-,finished,"sge_job=214492, task=26",80,7.42300119888464E-05,true,32,combinedSet_10k,70,0.297166484476703,15,192,0.5,false,4,5,true,false,128,1024,0.137446526214037,60,0.000326232229164173,4,4,true,10000,10000,60,vol_nhoc,8,66,27,0.718315973884919,0.10464983433485,0.0737023502588272,0.104649841785431,0.45142640271116,0.78125,1,0.53125,0.535649955272675,0.489774376153946,62.9014739990234,-0.457492709159851,0.616080224514008,5.4113678739869E-05,0.0418583676218987,48.2208404541016,0.556076288223267,0,80,0.544120073318481,0.686866343021393,0.555777907371521,0.684376001358032,0.587475776672363,0.58646547794342,0.879879672838607,0.946138796179077,0.773497991437739,0.905764620035443,0.96083733974359,0.927265985442313,0.527374600615293,0.0195810460000471,0.188487338196004,0.53805947303772,0.689140200614929,0.542271137237549,0.686829507350922,45039
TenGAN_0.5_vol_nhoc_roll8,2025-08-11T13:12:53.000Z,72839,2025-08-12T09:26:52.000Z,node-d00a-057.myriad.ucl.ac.uk,3563pwng,-,finished,"sge_job=222039, task=15",80,8.96014336405722E-05,true,32,combinedSet_10k,90,0.261886997967147,15,320,0.5,false,4,5,true,false,160,1024,0.1164739679778,60,0.000225720554427566,4,4,true,10000,10000,60,vol_nhoc,8,66,27,0.743894436660566,0.110645659267902,0.0739333108067513,0.110645659267902,0.466570240594236,0.5,0.53125,0.59375,0.687991738319397,0.472757905721664,47.3606834411621,-0.462768495082855,0.723211646080017,6.53194451239772E-05,0.0455127395689487,45.1486358642578,0.577215850353241,0,80,0.524214625358582,0.692072749137878,0.523761868476868,0.691856741905212,0.58511883020401,0.584773361682892,0.871090586842606,0.934544315690573,0.771833430151941,0.668201318405357,0.95723157051282,0.954461617337733,0.649594973075477,0.0288219343743645,0.167303755505187,0.512315809726715,0.694032490253449,0.511755883693695,0.692957878112793,45039
TenGAN_0.5_vol_nhoc_roll8,2025-08-09T10:28:57.000Z,100794,2025-08-10T14:28:51.000Z,node-d00a-160.myriad.ucl.ac.uk,mcebls80,-,finished,"sge_job=212338, task=48",80,5.45710360206992E-05,true,64,combinedSet_10k,70,0.321519891477656,15,128,0.5,false,4,5,true,false,128,1024,0.1141039912349,60,0.000354306131676172,4,4,true,10000,10000,60,vol_nhoc,8,66,27,0.892169921368739,0.105021715164185,0.0912035629153252,0.105021715164185,0.458205654526453,0.3359375,0.078125,0.515625,0.805993020534515,0.345299482345581,66.7474975585938,-0.363755255937576,0.74622517824173,3.97822852590897E-05,0.0324379578232765,95.4973449707031,0.563227355480194,0,80,0.513872683048248,0.693566501140595,0.518759369850159,0.691726744174957,0.576298654079437,0.574358403682709,0.877135111880729,0.947668469522,0.771725137032706,0.710753246753247,0.964042467948718,0.929543887521926,0.618080750469783,0.0288219343743645,0.174046496692172,0.510369777679443,0.69457745552063,0.527263641357422,0.691509187221527,22559
TenGAN_0.1_vol_nhoc_roll8,2025-08-10T20:33:04.000Z,112158,2025-08-12T03:42:22.000Z,node-d00b-025.myriad.ucl.ac.uk,i9wrrgxl,-,finished,"sge_job=221061, task=22",80,7.27469021166421E-05,true,64,combinedSet_10k,90,0.245920617716822,15,160,0.1,false,4,5,true,false,160,1024,0.06619342173025,60,0.000198689351479747,4,4,true,10000,10000,60,vol_nhoc,8,66,27,0.810625808091434,0.209317475557327,0.167824745178223,0.209317460656166,0.463157882144321,0.4375,0.3125,0.796875,0.723913431167603,0.36430287361145,182.382019042969,-0.366765916347504,0.725535035133362,5.30324916430321E-05,0.0677430480718613,151.744430541992,0.672475397586823,0,80,0.504197955131531,0.693887889385223,0.517258644104004,0.692237913608551,0.569912850856781,0.57383930683136,0.867165326960742,0.948845240664796,0.771258866810021,0.510073764174832,0.909755608974359,0.957597140154235,0.74380986011806,0.0288219343743645,0.165837631446778,0.502863526344299,0.694738149642944,0.507753849029541,0.691834628582001,22559
TenGAN_0.5_vol_nhoc_roll8,2025-08-08T22:45:02.000Z,89794,2025-08-09T23:41:36.000Z,node-d00a-054.myriad.ucl.ac.uk,arxq4ka3,-,finished,"sge_job=212338, task=4",80,6.70887826316919E-05,true,32,combinedSet_10k,70,0.188532215548858,15,320,0.5,false,4,5,true,false,160,1024,0.175651761414547,60,0.000320407122631308,4,4,true,10000,10000,60,vol_nhoc,8,66,27,0.758652397013236,0.0816618427634239,0.0825973525643349,0.0816618502140045,0.445418534303353,0.453125,0.4375,0.40625,0.702808618545532,0.508818507194519,45.4231605529785,-0.529706597328186,0.773269295692444,4.89077225385034E-05,0.0387324839830399,45.859260559082,0.527080357074738,0,80,0.540005564689636,0.687444806098938,0.53776890039444,0.686124086380005,0.593707740306854,0.588610351085663,0.877580563708389,0.939918288872867,0.771205910236422,0.881474420082618,0.945612980769231,0.953339351414323,0.544511930728695,0.00919370536728809,0.194018128670331,0.532666087150574,0.689141631126404,0.543271660804749,0.685041904449463,45039
TenGAN_0.3_vol_nhoc_roll8,2025-08-10T15:19:07.000Z,84175,2025-08-11T14:42:02.000Z,node-d00a-125.myriad.ucl.ac.uk,plcg074n,-,finished,"sge_job=221061, task=4",80,6.24160756416565E-05,true,64,combinedSet_10k,70,0.207048040140899,15,160,0.3,false,4,5,true,false,128,1024,0.144317618313777,60,7.78694826480186E-05,4,4,true,10000,10000,60,vol_nhoc,8,66,27,0.745582842181184,0.246730968356133,0.122179351747036,0.246730968356133,0.443117935472334,0.3671875,0,0.421875,0.989388525485992,0.187761008739471,130.394760131836,-0.195143535733223,0.705673754215241,4.55013191427676E-05,0.0415760539472103,159.652053833008,0.689848899841309,0,80,0.588133871555328,0.670620977878571,0.608804404735565,0.673557460308075,0.624828457832336,0.61233127117157,0.711758358325782,0.995274807261875,0.770816806865687,0.437445604873803,0.920949804628795,0.920553971146651,0.750206908781981,0.121414003535355,0.101006645966802,0.594139218330383,0.669284343719482,0.591795921325684,0.669437944889069,22479
TenGAN_0.3_vol_nhoc_roll8,2025-08-10T21:18:34.000Z,91638,2025-08-11T22:45:52.000Z,node-d00a-247.myriad.ucl.ac.uk,vhn53zu5,-,finished,"sge_job=221061, task=31",80,5.82682080348838E-05,true,64,combinedSet_10k,90,0.254982038376943,15,160,0.3,false,4,5,true,false,128,1024,0.105270958336821,60,0.00024049796656067,4,4,true,10000,10000,60,vol_nhoc,8,66,27,0.842907010072788,0.150397926568985,0.118724204599857,0.150397926568985,0.423858144511942,0.703125,0.8125,0.65625,0.63386195898056,0.450506091117859,93.3021087646484,-0.45866847038269,0.735431969165802,4.24775236574303E-05,0.0627749264240265,136.598236083984,0.574256002902985,0,80,0.520266890525818,0.692947745323181,0.531765878200531,0.692462682723999,0.582378447055817,0.578100502490997,0.873992810564442,0.930319307669352,0.769171484513522,0.717328481215884,0.935891014725033,0.929543887521926,0.63115930947867,0.00919370536728809,0.187646060318369,0.523714184761047,0.691284596920013,0.527263641357422,0.689605832099915,22559
TenGAN_0.3_vol_nhoc_roll8,2025-08-10T21:56:01.000Z,87558,2025-08-11T22:15:19.000Z,node-d00a-217.myriad.ucl.ac.uk,02f7d5uo,-,finished,"sge_job=221061, task=27",80,5.99731720911511E-05,true,32,combinedSet_10k,70,0.245184102913973,15,192,0.3,false,4,5,true,false,160,1024,0.149547323818872,60,0.000379410822350329,4,4,true,10000,10000,60,vol_nhoc,8,66,27,0.729697863521267,0.0750713497400284,0.122105672955513,0.0750713497400284,0.419186714699946,0.265625,0.09375,0.375,0.824873566627502,0.52070826292038,61.6706047058106,-0.535284996032715,0.792925715446472,4.37204424544492E-05,0.0401390083134174,43.6712417602539,0.494258046150208,0,80,0.531832098960877,0.689481377601624,0.527263641357422,0.688584625720978,0.588204026222229,0.585526943206787,0.878433103528916,0.928613920285544,0.764256527143926,0.880658005029338,0.955929487179487,0.929016430962408,0.528040611612631,0.0190546250750932,0.210025956353556,0.527328312397003,0.690914809703827,0.529764890670776,0.690092921257019,45039
TenGAN_0.3_vol_nhoc_roll8,2025-08-10T15:03:57.000Z,109174,2025-08-11T21:23:31.000Z,node-d00a-215.myriad.ucl.ac.uk,349hc5fa,-,finished,"sge_job=221061, task=13",80,4.46589465331476E-05,true,64,combinedSet_10k,90,0.29778336903997,15,256,0.3,false,4,5,true,false,160,1024,0.143829078967733,60,0.000285726258075285,4,4,true,10000,10000,60,vol_nhoc,8,66,27,0.826694702416573,0.112736582756042,0.145469456911087,0.112736582756042,0.419766268632238,0.3828125,0.234375,0.53125,0.776175737380981,0.505755424499512,119.672561645508,-0.521620213985443,0.763637781143189,3.25563720226646E-05,0.0572625212371349,120.938446044922,0.532502889633179,0,80,0.536002218723297,0.689521431922913,0.528264105319977,0.690143346786499,0.582752525806427,0.576477408409119,0.874912866864133,0.923519506034241,0.763651842245753,0.761894579279376,0.936892717619954,0.955931028167557,0.597976204147597,0.0128453201419838,0.199969001600343,0.533222138881683,0.689408600330353,0.518759369850159,0.690367639064789,22559
