CC1CC(C2(C)CC2)CCC1(C)C
CCC1(C)CCC23C(C)CCC2C13
CC1CC2C3(C)CCC2(C)C13
CC1(C)CC2C3CC3CC21
CC(C)C12CC3CCC3CC1(C)C2
CC1C2CCCC3CC3(C)CC12C
CC1CC2(CCCC2C)C2(C)CC1C2C
CC12C3CC(C3)C13CCC1CC1C23
CCC1C(C)C12CCC1CC12
CCC1C2CCC1C1CC1C(C)C2
C1CCCCCCCCCCCCCC1
CC(C)CC1(C)CC1C
CCC1CCCC23CC(C)C2CCC13C
CCC(C)C1(C)CCC2CC1C2C
CCCCC1(C2CC3CC3C2)CC1
C1C2CC2C2CC3C4CC1C4C1C2C31
CCCC1(C)CC2(CC2)C(C)C1CC
CCC1CC2(CC2)CC2CCC1(CC)CC2
CC1CCC2CC1C1(C)C(C)C21
CCC1CCC2CCC2(C)C2CC12
CCCCCCCCCCCC(C)CCC
CC1CC2C3CC1C2C3C
CCC12CCC3CC(C)CC4C(CC1)C2C34
C1C2CC3CCC4CC1CC(C2)C34
CC1CCC2(C)CC(C(C)C2C)C(C)(C)C1C
CC(C)C12CCC1(C)C1CC2(C)C1
CC12CC3C4CC5C(C51)C4C3(C)C2
CC1CC2CCC(C3(C)CC3)C(C)C2C1
CCCC1CCC2C3C(CC)CCCCC123
CC12CCC34CCCC13CC(C2)C4
CC12CC3CC(CC3C3CC3)C1C2
CCC12CCC(C)C13CCCC23
CCC(C)CC1CC2C3CC(C)C(C3C)C2C1
CC(C)C12C(C)CCC(CCC1C)C2C
CC1CCC2(C(C)C3CC3)CC12
CC1CC2(C)CC3C4C2CC1C34C
C1CC2CC2(C2CC2)C1
CC(C)C1C2C3CC3CC12C
CCC1C(C)CC2C3CC(C3)C12
CC1CC2CCCCC12
CCC1(C)CC(C)(CC)C2CC1C2
CC1CCC2C(C(C)CC2(C)C(C)(C)C)C1C
CCCCCC1CCCC1CC(C)C
CC1CCCC2(C3(C)CCC3)CC1CC2C
CC1C2CC2C2CC12C1CC1
CCCCC12CCC3(C)CC1CC32
CCC(C)CC1C2CCC1C2
CCC1C2CC(C)C1(CC(C)C)CC(C)C2C
CC1CCCCCC12CCCC2C
CC1CC2CC3(C)C4CC3(C)C2C14
CCC(C)C(C)CC1CC1
CCC1C(C)C2C(C)C3CCCC3C1C2(C)C
CC12CC(C)(C1)C1CCC12
CCC1(C)C2(C)CCC1(C)CC2
CCC1C2C3CC(C3)CC12C
CC1(C)CC2C3CC2C2C(C3)C2C1
CC1C2CC1(C)C1CC2C2CC2(C)C1
CC(C)CCC1(C)CCC(C)C2CCC21C
CCC1(C)C2CCC1C2(C)C(C)C
CCC1(CC(C)C)CC1C
CC1CC23CCCC2C3(CC(C)(C)C)C1C
CC1CC2CC3C1C3C1(C)C(C)C21
CC(C)CCC1CC2CCC1C1CCCC21
CC1CC2CC1C1CC1C1(CC1)C2
CCC1C(C)C(C)(C)C2(C)CCC12
CC1CC2C(C)C3CC3CC12
C1C2C3C4CC(C23)C2C1C42
CCC1CC2(C)C1CCC2(C)C
CC12C3CC4(CC4)C1C1CC3CC12
CCC1CCCCC(C)CC12CC2
CC(C)C1CC(C)(C)C1C
CC12C3CCC1C1(CCC32)CC1
CC1(C)CCC2CC(CC1)C2(C)C
CCC1(C(C)C)C2CC3CC3CC21
CC1CCCCC2CC12
CCC1(C)CC2C3CCCC32C1C
CC12CC3(C)C4C(CC5C1C53C)C42
CCCC12CCCC3(C)C(CC13)C2
CCC(C)(C1CCC1C)C(C)(C)C
C1CC2CCC(C1)C1CCC2C1
CC(C)C1(C)C(C)CC1C
CC1(C)CCC(C)(C2CC2)C1(C)C
CC1C2CC3(CC(C)(C)CC3(C)C)C(C)C12
CC1CC(C)C2C3C1C1CC(C1)C23C
CC12CC3CC4CC4C3C1C2
CC1CCCC2CC1C2(C)C
CCC1C2CCCC(C)C1(C)C1CCC21
CC1CC2C3CC4(CC4)C1C2C3C
CC(C)CC12CC(CC3(CC3)C1)C2
CC(C)C(C)C12CCCC1C2
C1C2CC3C1C2C1CC2C(C1)C32
CCC12CC3C4CC1CC2(C)C43
C1CC2CCC2C2CC1C1CC2C1
CC12CC3C4CC1CC(C4)C3(C)C2
CCCCC1(C)CCC1
CC1C2CC3CC(C3)C12C
CC12CC1C1C3CC1C1CCC3C12
CC(C)(C)C1CCCC2(C)CC2C1
CCC1C2CC3(CC3C)C(CC)C12C
CC1(C2CCC3(CC3)C2(C)C)CC1
CC12CCC1CC1CC2C2CC12
CCC12CC1C1CCC2C12CC2
CCC1C(CC)C1(C)C
CCC12C(C)C3C4CC1C2(CC)C43
CCC1C(C)CC2C3CC(C)C(C3)C12C(C)C
CC1C2CCC3(CC3)C13CCC2C3
CC1CC12C1CCC3CCC1CC32
CCCC12CCC(CC1)C21C(C)C1C(C)C
CC(C)C1C(C)CC1C
CCC1C(C)C2CC3(C)C1C3(C)C2
CC1CC2C3C1C2(C)C1CC31C
[2H]C([2H])([2H])C([2H])([2H])[2H]
CCC12CCC1CC(C)C2C1CC1
CCC12CC(C)(C)C(C(C)C)(C1)C2
CCCC1(C)C2CC(C2)C12CCC2
CC1CC2C(CC3(C)CC3)CCC12
CC12C3CCCC4C(CC3)C1CC42
CC12CCC3(C)C1C3(C)C1CC2C1
CCCC1CCC(C)C1
CCC1CC12C1CC1C1C(C)C12C
CC1CCC2CCC2C2(C)CC12C
CC1CCC2CC2CC1
CC1CCC2(C3CC3CC2(C)C)C1(C)C
CC1CC(C)(C)C2(C)CC(C)C12C
CC12C3CC3CC1C2CC1CC1
C1CC2C1CCC21C2CCC1C2
CCC1CC(C)C2(C1)C(C)C2CC
CCC1CC12C1CC(C)C2C(C)C1
CCCCC(C)C
CC1CCC23CC1C1C(C2)C1C3C
CC1(C)CCC2CC3CCC2C31
CCC1CC(C)(CC)CCCC1C
CCC1(C)CC(C2(CC)CCC2)C1
CC1C2CC3CC4(C(C)C)C1C4C32
CCCCCCCCC1(C)CCC1
CC1CC2CC1C1(C)C(C3CC3)C21
CCC1CCC2(CC2C)C1C1CC1
CCCC1C(C)C1C
CC1(C)CCC2CC3CCCCC(C)(C3)C2C1
CC1CCC2CCC13C(C)CCC23
CCC1C(C)C2CC(C1C)C2C
CC1CC1C1(C)CCC1
CC1(C)C2CCCCC1C2
CC12CC3C4CCC3C1CC2C4
CC1CC2(C)CC3(C)CC2(C)C13C
CCC1CC2CCC1CCCC2C
CCCC1CC2CC(C1C)C(C)C1CCC21
C1CC(C2CC2)C2CC1C2
CC1CC2(CC2)C2CC12
CC(C)C12CC3CC3C1C2C
CC1CC2C(C)C2CC2CC1C2
CC12CC3C4CC5C4CC3C1(C)C52
CC1C2(C)CCCC3(CCC3)C12C
CC1C2CC3CC1C3C2
CCCCC(C)CC
CCC1CCC(C2CC2(C)C)C1C
CCC12CCC3C4CC5C3C1C2C45
CC1CCCC2(C)CCCCCCC2C1(C)C
CCCC12CCCC1(C)CCC2C
C1CC2(CC2)CC2C1CC1CC2C1
CCC(C)(C)C(C)CCCCC1CCCC1C
CC1CCC2CC3C1CC2(C)C3C
CC1(C)CC2CCCC2C1
CCC1CCCC1C
CCC(C)C1CC2(CC2)C(C)C1(CC)CC
CC1CC23C4CC56CC5(C5C(C52)C16)C43
CCC1(C)CC2C3CC(C3)C(C)CC2(C)C1
CC1CC2CCC2C1C1CC1
CCC12CCC(C)C1C1C(C)C1C2
CC12CC(C)(C1)C1(C)CC2C2(C)CCCC21
CC1C2CCC(C1C)C1(C)CC1C2
CC1CCC2CC3C(C2)C13C
CCC1(C(C)C(C)C)CC(C)CC(C)CC1C
CCC1C2C3CC(C)(C)C(C)(C3)C12C(C)C
CCCC12CCC(C1)C1CCCC12
CCC1C(C)CCC2(C)CCC3(C)CCCC132
CC1C2CC3CC3C2C12CCCC2
CCC12CCC(C)(CC(C)C1)C2C
CCC1C(C)C1(C)CC1(C)CC1
CCC12CC1C(C)CC(C)(C)CCC2(C)C
CC12CCC1C1(C)C3CC3C3C2C31C
CCCCC1CC2CC3CCC(C)C(C3)C2C1
CCC(C)C1C(CC)C12CCCC2
CCC1C2CC1(C)CC2CC1CC1
CC1C2CC(C)(C)C(C)(C)C12C
CC1CCCC23CCCC2CCC(C)(C)C13C
CC1(C)C2CC3C2CC1C31CC1
CCC1CC2CC2(CC)C1C(C)CC(C)C
CCCC1C2CC3C2C(C)C2C1C32
CC1C2C3CC(C)C4(C)C2CC4C13
CCCC1CC2C3CCC2C1(C)C3
CC1CCC2(C)CCC1C1(C)CC21
CCC1CC2C(C)CC(C)(C)C2(C(C)C)C1
CC(C)C1CC(C)C1C
C1CC2C3CCC4(CC4)CC23C1
CC12CC3CC1C1(C)C4C(CC21)C34
CC1C2CCCC1C2
CC12CCC1CC1CC1C2
CCCC1CC2CCC2C1
CCC12CC(C1)C(C)C21CC(C)C1
CC12C3CCC(CC1C3)C21CCC1
CCC1CCC2C(C1)C2(C)C
CC(C)C(C)C1CCCC(C)(C)C2CCC1C2
CC(C)C(CC1CCC2CCCC2C1)C(C)C
CC1CC2C(CC1C)C2(C)C(C)C
CCC1C(C)CC1(C)CC
CC1(C)C2CC3C4CCC3(C)C1C42
CCCC(C)C(C)CC
CC1CC2(C)CC1CC2CC1CC1
CCC12CCC3C4CCC4C(C1)C32
CCCC1C2CC1C(C)C2C
CCC12CCC1C1CC1CC(C)C2
CC1CC2C3CC(C)(C1C)C2C3C
CC1CCC1C1C2C(C)C1C1CC12
CC1C2(C)CC(C)(C)C1(C)C2
CC1C2(CCCC3CC31C)CC2
CCC1CC2CC3C4CCC(C1C2C)C43
CC1CC2CCCC3C1CC23
C1CC2C3CCCC4C2C4C3C1
CC12CCCC34CC5CC3C5C1C24
CC1C2CC3C2C(C)(C)C2(CC2)C13
CCCC1CC2CC2(C)C1
CC1CCC2(C)C1C1CC(C(C)C)(C1)C2C
CCC12CC(C)C(C)(C1)C1CCC12
CCC(C)(C)C(C)(C)C1CC1(C)C
CC1C(C)C2C3CC4CCC(C41)C32
CC(C)C(C)C(C)(C)C1(C)CC1
CCC1CC2CC1C(CC)C2CC
CC1CCCC2CCC3C(C3(C)C)C12C
CC(C)C12CC1CC1CCCCCC2C1
CCC1C2C(CC3CC32C)C1(C)C
CC12CCCCC1CC2
CC1CC2CC1C1CCCCCC21
CCC1CC1C1(C)C2CC(C2)C1C
CC1C2(C)CCC1(C)C1(C)CC2C1
CC12CCC3CC(CC1)C3(C)CC2
CC1(C)CC2(C)CC3CC3CC12C
CCC(C)CC1C2C(C)CC2CC1(C)CC
CCC12CCC1CCC2C
CCC1CC(CC)C2C3CC1C2C3
CC1CC2C3C4C5CC1(C3C)C2C54
CCCC1(CC)CCCC2(C(C)(C)C)CC12
CC1CC(C)C(C2(C(C)C)CC2)C1
C1C2CC3C4CC1C2CC34
CC12CCCCC1C1(C)CC1CC2
CC1CCC23CC1C1C(CC2C)C13
CC1CC2C3(C)C4CC4(C)C1C23C
CC(C)C1CCCCC(C)(C)C(C(C)C)C1
CC12CC3C1CC1C4CCC13CC42
CC12CC(C)(C)C3(C)CCC1C23
CCC1(C)C2CC3(C)CC2C1C3
CC1CCC2C3CC4C2C4C13
C1CC2CCC3CC2C3C1
CCCCC1CC(CC)C1
CC1(C)C2CCCC21
CCC1CCC2(C1)C(C)CCC2C
CCC12CC(C1)C1CC3CC(C1)C32
CC1CC(C)C(C)(C)C1
CC1CCCC2C3CCC(C3)C12
CCC12CC1CC1(C)CC1(C)C2C
CCC1(CC)CC1C
CC1CC2C3CCC(CCCC2C12CC2)C3
CC1(C(C)(C)C23CCCC2C3)CC1
CC12CC3CC1(C)C1C(C2)C31
CCC12CC(CC1C)C1CCC12C
CC1CC2CC3CC(C2)C3C12CC2
CC1CC(CC(C)(C)C)C(C)(C(C)C(C)C)C1
CC1CC2C3CCC4C3CCC4C12
CCC12CCC1C1CC(C2C)C1(C)C
CC1CC2CC3C1CC1C2CCC31
CC1CC2C3C4CC4C1(C)C23C
CC1CCC2CC12
CCC12CCC(CC1C)C1CC3CC3C12
C1C2C3CC4C(C3)C4C3CC3C12
CC1C2CC3C4CCC13CC24
CC12CC13CC1CC(C1)C3C1CC12
C1CC2CCC3CC4CC1CC2C34
CCCC1CCCC2(CC2)C12CCC2
CC1C2CC(C)(CC3CC3)C1C2C
CC1CCC23CCC2CC2(C)C3C12C
CC1CC2CC3C1C3(C)C2
CC12CC1CCC1CC2CC2CC12
CC1C2C3CC4CC3CC2C2C4C12
CCC(C)CC1C2CCCCC(CC)C21
CC1CC(CC2CCCC2)CC1C
CC1CC23CCCCC24CC(C)CC34C1
CCCC12CC3CC3C1(C)C2
CC(C)C1(C2CC2)CCC2(CC2)C1
CC1CC1CCC1C2CC(C)C1C2
CCC1CC2CCCC2(C)C2CC12
CC(C)C1(C)C2CC3CC3(C)C1C2
CC1(C)CCC2CCCC21C
CC(C)CC1CC(C)C2(C)CCC12
CCCC1C2CC3C(C2C)C13
CC1CCC2CCC3CC3(C)C23CC13
CC1CCC1C(C)(C)C
CC1CC2C(C)CC3(C)C(C)C23C1
CCC(C)(C)C1(CC)C(C)CCC1(C)C(C)C
CC(C)C1(C)C2CC3CC3C1(C)C2
CCC(C1C(C)C1C)C1C(C)C1C
CC1CC2(C)CCCC(C2)C12CC1CCC2C1
CC12C3CCC1C3C13CCCC1C23
CC1C2C3CCC2CC2C(CC3)C12
CC(C)C1C2CCCCCC21
CCCC1CCCC(C2CC2)CC1
CCC(C)C1(C)CC1
CC(C)CCC12CC(C1)C1(CC1)C2
CC1CC2(C)CC3CC3C12
CCC1CCC2C(C)C(C)CC23CC3C1
CC1C2CC3C1C3(C)C(C)C21CC1
CCC12CCC3(C)C1CCC32
CC1CC1C1CC1
CC1C2CCC1CC1(CCC(C)(C)C1)C2
CC(C)C1CC2CC2C12CCC2
CC1C2C3CCC3C3C4CC4C2C13
CC1CC2CC2(C)C1C
CCC1CCC2CC1(C)C2
CC12CCC(CC1)C1CC2C2CC12
CCC(C)C1(C)CC(C)CC2CCC1C2
CC(C)(C)C1CC2C3CC4C2C4C31
CC1C2CC3CC3(C(C)C)C12
CC(C)C1CC12CCC(C)C(C)(C)C2(C)C
CC12CC3C4C(C41)C1C(C2)C31C
CCC(C)C1(CC)CC1C
CC1C2CC3CC2C2(C)CC3C12
CC1CC2(C(C)(C)C)CCC1(C)C(C)C2C
CCC1C2C3CC1C1(CC1)C32
C1C2CC3CC1C1C4CC(C4C2)C31
CCC1(C(C)(C)C)CC1C1(C)CC1
CCCCCC(C)CC1(C)CC1
CCCCCCC1CC1
CC12CC1CC13CCCC1CC2C3
CC1C2CC3CC4C1C4(C)CC3C2
CCC1C2CC3CCC(C32)C12CC2
CC1C2CCC3C1C1CCC1(C)C23
CC1C2CC1C(C1(C)CC1)C2
CCC12CCC3(C)CC3(C)CC1C2
CC12CCC3(C)CC3C1C2
CC(C1CC(C)(C)C1)C1(C)CCC1
CC1C2CC3CC2C2(C)C(C)C1C32
CC1CC12CCC1(CC1C)C2
CC1(C)CC2C3CC3C3C2C31
CCC(C)C1CC2CC1C2
CC1CCCC(C2(C)C(C)CC3CC2C3)C1
CCC(C)C1C2CC(CC2C)C2(C)CC12
CC12CC3CC4C5CC5C3CC1C42
CC1CC1C12CC1C1CC2C1C
CCCC(C1CC1)C1(CC)CC1
CCC12CCC(C)C1(C)C(C)CC1CC12
CC1(C)CC2CC(C1)C1CCC2C1
CC(C)CC(C)C(C)(C)C(C)C1CCCCC1
CC(C)CC1C2CCC3CC2C1C3
CC1CC2(C1)C(C)CC1CC12C
CC1CC2(C1)C1CC3C(C1)C32C
CCCC1CC(C)CCCC(C(C)CCC)C1
CCC12CCC1CC1CC2C2CC1C2
CC(C)C1C2C3CC3(C)C3(CC3)C12
CC(C)C1C2CC3CC(CC3C)C21
CCCC1(C)CC(C)(C)C1CC
CC1C2CC3(C)CC1C3(C)C2
CC1CC1CC12CCC3C(CC1)C32
CCC1C(C)C2CC2CCC12CC2
CC12CCC3C(C1)C3C(C)(C)C2
CCC1CCC2(CC(CC)(CC)C2)C1C
CCC12CCCC(CC(C)(C)C1C)C2
CC1C2C3CC2(C)CCC3(C)C1C
C1C2CC2C2CC1C1CC12
CC1C2CC3C4CC(C13)C4C1CC21
CCC1CC12CC1CCC2C1C
CCC1CCC2(C)CC12
CC12CCCC1(C)CCC2
CC12CC3CC3C3(CC4CC3C41)C2
CC1CCC2(C)CC2C2C(C)C2C1
CC1CCC(C)C1C1(C)CC2CCCCC2C1
CCCC1CC2C(CC1C)C1CC2C(C)(C)C1
CC1CCCC2C3CCC(C)C23CCC1
CC1CC1C1CCC(C)(C)C1
CCC12CCCC3(C)CCC1C32
CC1CC1C1C2C3CC(C3)C21
CC1(C)CC2CCC3CC23C12CC2
CC1C2CC1C1(CCC1)C2
CC12CC3CC3C1(C1CC1)C2
CC12CCC1C1CC3CCC2(C3)C1
CC1CCC2C(C)C2C(C)(C)C1
CC1CC2CC3(C)CCCCC(C3)C(C)C2C1
CC12CC3C4CC(CC43)C1C2
CC1CC2CCC3CCC4(C)C1C324
CC1CC(C2CC(C3CCC3)C2)C1
CC12CCC3CC1C1CC2C2C3C12
C1CCCC2(CC1)CCC2
CCCC(C)C1(C(C)CC)CCCC(C)CC1
CC1CC2(CCCC2)C2(C)C(C)C12
CC1C2CC3C4C3C2(C)C1C4(C)C
CCC1(CC)C(C)C2CCC2C1(CC)CC
CC1CCCCC(C)(CC2CC2)C1
CCC1CC2(CCCC2C2CC2)C1
CCCC1CC2CC2CC1C
CC12CC(CC3CC1C3)C2
CC1CC2(CCC3CC3(C)C2C)C1
CCC1C2CC3C1C3(C)C1C(C)C21
CCCCC1(C)CCC(C)CC1
CC1(C)CC2(CC2)CC2CC21
CC1C(C)(C)C12CCCC2
CC1(C)C2CCC1C1(CC1)C2
CC1CCC2CC3(C)CC3C12C
CCC1(C)C2CC3(CC3)CC1(C)C2
CCCCCC1(CC)CC2CC1C2CC
CC1C2(CC2)CC2CC(C2)C12CCC2
C1CC1CC1CC2C3CC1C2C3
CC1CCC2(C)C3(C)CC4C(CC13)C42C
CC1C2CCC(C2)C2CC1C2
CCC1CCC23CC(C)CCCCC12C3
CCC12CC(C)(C)C3C(C4CC41)C32
CCCC1CC2(C)CCC1C2CC(C)C
CCCC1CC2CC3CCC(C3)C12
C1CC2C3CC4C1C4CC23
CC1CCCCC12CC1(C)CCC(C1)C2(C)C
CC1CC2C3CCC3C(C)C2C1C
CC(C)C1C(C)C(C)C(C)C2CC21
CCC1C2C3CC2C2CC3C21
CC1CC2C(C)C3C4CC(C)(C1)C2(C)C43
CCCC12CCC(C(C(C)C)C1(C)C)C2C
C1CC2CCCC3CC(C1)C3C2
CCC1C(C)CC2CCC21
CC1CCC23C4CCC(C4)C2C3C1
CCC(CC)C1C2CC2CC2C(C)C21
CC12CC3(C)C4C5CC(CC13)C2C54
CC1CC(C)(C)C2CC1C(C)(C)C1CC2C1
CCC12CC3CC(C)C(C1)C2C3
CC1C2C3CC4C(C3)C4(C)C12
CC1C2C(C)C1C13CCCC1C23C
CCC12CC1C1C3CCC2CC31
CCC1CCC1C1CC1
CC12C3CC(C1C1CC1)C2C1CC13
CCC12CC(C)C(C)(C)C1C2
CC1(C2C3C4CC3C3C4C32)CCC1
CC1C(C)C12CC1CC1C21CCC1
CCC12CC3(C)C4CC(CC41C)C32
CC1C2CC3CC14CCC3C4(C)C2
CCCCC1(C(C)C)CC1
CC1(C)C2C3C4CC5C4C2C1C53
CCC1C2CCCCCC1C2CC
CC1C2C3C(C1C1(C)CC31)C2(C)C
CC1C(C)C12C1C3CC1C1C3C12C
CC1CC1CC1C2CCC1C2
CCCC1CC(C)(C)C1C
CC1(C)CCC2CC2C12CC2
CC1C(C)C2(CC1(C)C)CC2(C)C
CC1C2CCC3CC(C1C1CC1)C32
CC1CCC2(C)C3CC3C3C(C)C132
CCC1CC2C3CC1C2(C)C3
CCC(C)C1C(C)CCC2CC21
C1CCC(C2CCC3CC4CCC(C4)CC32)C1
CCC1C2CCC3CCC(C3C)C12
CCCC1C(C)C1(C)C
CC(C)C12CC1C1CC1C1CCC12
CC1(C)C2CCC(C)(C3CC3)C1C2
CCC1CC(C)C1CCC(C)C
CCC1C2CCC3CC34CCCC124
CC1C2C3C4C5CC3(C)C2C5(C)C14
CCC(CC(C)C)C1(C)CC1
CCC12CC1CC1(C)CC12
CC(C)C1C2CC3CC(C)C2C31C
CC1CC2(C)CC2(C)C2CC2C1C
CCCCCC1C(C(C)C)CC2CC(C)C1C2
CC(C)(C)C1CCC1
CCC1CC2(C)CC2(CC)C(CC)C1C
CCCC12C3CC4C3CCC1C42
CCC1CCC2CCC1(CC)C2C
CCCC1C2CCCC1C2C(C)C
CCC12CC(CC)(C1)C1CC(C)(C)CCC12
CC12CC3CC1(C)C2(C)C1CC31
CCC1(C)C2CC3CCC2C(C)C31
CC12CCC3CC1CC3C1CCC12
CCCC1C(C2CC2CC)C1(C)C
CC1C2CC(C3CC3)CC12
CCC1CC(C)C2CC(C)(C)C(C)C(C)(C1)C2
CCC12CC1C1C3CCCC(C3)C2C1C
CC12CCCCC(CCC1)C2
CCCC12CC3CC(C3)C1C2C
CC1CC2CC1C1CC2C1
CCCC1(C)CC2CC1C(C)(C)C21CCCC1
CC(C)C1CC(C)C2C1CC2(C)C
CCC1CCCC2(C)C3CCC1C32
CCCC1CCCC1C1CC1CC
CCC1C(CC)C12C(C)CCC2C
CC1C2CC3C4C1CCCC2C34
CC1C2CC3CC(C)(C2)C2C3C12
CC(C)CCC(C)C1CC(C)(C)C(C)(C)C1C
CC1C2C3CC4CCC2C1(C)CC43
C1CC2CCC3C4C1CCC4C23
CCC1C2CC(C1C)C1C(C)C1C2
CCCC1(C)CCCC1C
CCC12CCCC3CC1C2C3
CCC1CC2CC1C1CC2C2CC12
CC1C2CC1C(C)C(C)(C)C1CC21
CC12CC3CC3C3(CC3)C(C1)C2
CCC12CCC(C)(C1)C(C)(C)C2
CC1C2CCCC(C2)C2CC1C2
CC(C)CCC(C)C1CC(C)CC1(C)C(C)C
CCC1CC2C(C)CC2C2(C)CC12
CC(C)CC1(C2CC2)CCC1
CC(C)C12CCC1CCC21CC1
CC12C3CCC4C5CC(C5)C41C2CC3
CC12CC13CCCC3C1CC12
CC1C2C3C4C1C1C2C1(C)C34
C1CC(C2C3C4CC5CC4C2C53)C1
CC1C2C1C1CCC1(C)C2C
CC1CC2CCCC3(C)CCC(CC1C2)C3C
CC1CCC2C3C1C2C1(C)CC31C
CC(C1CC1)C1CC1C1(C)CC1
CC1C2CCCCCC12
CCCC1C(C)CC1C(C)(C)CC
CC12CCCCC(C1)C21CCCC1
CC1CC2CC3CCC(C3)C23CC13
CCCCCC1C2CC1(C)C1CC21
CC12CC3C4CC5CC(C(C1)C53)C42
CCC1C2(C(C)C)CCC(C)(C2)C1(C)C
CC(C)C(C)(C)CCC(C)(C)C
CC1CC(C23CC2CC2CC23C)C1
CC1C(C)(C)C(C)C1(C)C
C1CC1C12CC1CC1CC2C1
CCC12CCC(C)CC1(C)CCCC2(C)C
CCC(CC)C12CC(C)CC(C1)C2
CCC1CCC2CC(C)(C(C)CC)CC2CC1
CC1CC2CC(CC3(C)CC3)CC12
CC1C2CC1C1(C(C)C)CCC2C1
CC1C2CC1C1(CC1)C2C
CCCC(C(C)C)C(CC)CC1CC1
CC12CC3C4(C)CC1C2CC34C
CC1C2CC3(C)C2CC2C3CC12C
CC1C2CCC1C(C)C1CCC3CCC(C2)C31
CC1C2CC2C2(C)C3CC1C2C3
CC(C)C(C(C)C)C1CCCC1
CC1CC2CCC3(C)C4CC2C1C43
CCC1C2CCC1(CC(C)C)C2
CCC1CC2CC3C4(CC)CC1C2(C)C34C
CCCCC(C)(C)C1(CC)CC1
CC1C23CCCC12C1CC3C1
CC1CCC(C)C2CCC1CC1CCC12
C1CC2(C1)C1CCC3CCC2C3C1
CC1(C)C2CC3C(C2)C31
CCC1CC(C)(C)C1
CCC12CCCC(C(C)CCCC1(C)C)C2C
CCC1(C)CC1CC1CC1C
CC1CC2C(C)(C)C2(C)C2CC12
CCC(C)(C)CC1CC2CC2C1C
CCCC1(CC2CCCCC2)CC1CC
CC(C)C(C)CCC1CC1C
CC12CC(C1)C1CC3CC3C12
CC1CC12CC1(C)CC1(C)C2
CC1CC2(C(C)C2C)C2(CC2)C1C
CC1C(C)(C)C23CCCC2(C3)C1(C)C
C1CC2CC1C1CCC21
CC1CCC1C1(C)CC1
CC(C)CCC1CCC2(C)C(C)C12
C1CC2(C1)CC1C3CCC1C32
CCC1(C2C3CCC2(C)C3C)CC1
