C1CC2(C1)CC1CC1C1CC2C1
C1C2C1C1C3C4CC2C2C1C2C43
C1C2C1C1C3C4CC2C2C4C2C13
C1C2C1C1C3C4CC2C4C2(CC2)C13
C1C2C1C1C3C4CC3C(C24)C12CC2
C1C2C1C1C3C4CC3C3(CC3)C1C24
C1C2C1C1C3C4CC3C3C(C24)C13
C1C2C1C1C3C4CC4C(C23)C12CC2
C1C2C1C1C3C4CC4C1C23
C1C2C1C1C3C4CC4C2C13
C1C2C1C1C3C4CC4C2C13C1CC1
C1C2C1C1C3C4CC4C2C2CC2C13
C1C2C1C1C3C4CC4C4(CC4)C1C23
C1C2C1C1C3C4CC4C4C(C23)C14
C1C2C1C1C3C4CC4C4C2C4C13
C1C2C1C1C3C4CC4C4CC2C1C43
C1C2C1C1C3C4CC4C4CCC2C413
C1C2C1C1C3C4CC5(CC5)C1C2C43
C1C2C1C1C3C4CC5(CC5)C1C4C23
C1C2C1C1C3C4CC5(CC5)C3C1C24
C1C2C1C1C3C4CC5C(C24)C5C13
C1C2C1C1C3C4CC5C(C2C43)C51
C1C2C1C1C3C4CC5C(C4)C1C5C23
C1C2C1C1C3C4CC5C1C5C4C23
C1C2C1C1C3C4CC5C2C1C5C43
C1C2C1C1C3C4CC5C3C2C5C41
C1C2C1C1C3C4CC5C3C5C1C24
C1C2C1C1C3C4CC5C3CC2C51C4
C1C2C1C1C3C4CC5C4C2C1C53
C1C2C1C1C3C4CC5CC(C2C54)C13
C1C2C1C1C3C4CCC(C23)C2C4C12
C1C2C1C1C3C4CCC(C24)C13
C1C2C1C1C3C4CCC(C5C2C45)C13
C1C2C1C1C3C4CCC2C2C1C2C43
C1C2C1C1C3C4CCC5C(C2C43)C51
C1C2C1C1C3C4CCC5C1C5C4C23
C1C2C1C1C3C4CCC5C3C2C5C41
C1C2C1C1C3CC(C23)C12CC2
C1C2C1C1C3CC(C3)C13CC23
C1C2C1C1C3CC(C3)C13CCC23
C1C2C1C1C3CC(C4C2C34)C12CC2
C1C2C1C1C3CC(CC14CC4)C23
C1C2C1C1C3CC1C1C4C2CC3C41
C1C2C1C1C3CC1C1C4CC(C24)C31
C1C2C1C1C3CC1C1C4CC2C3C41
C1C2C1C1C3CC1C1CC3C21
C1C2C1C1C3CC2C12CC1CC2C13
C1C2C1C1C3CC2C12CCC1C3C12
C1C2C1C1C3CC2C1C1(CC1)C3
C1C2C1C1C3CC2C1C1CC13
C1C2C1C1C3CC2C2C(C3)C12
C1C2C1C1C3CC2C2C(C4CC34)C12
C1C2C1C1C3CC2C2C3C3CC3C12
C1C2C1C1C3CC2C2C3CC12
C1C2C1C1C3CC2C2C3CC3C1C32
C1C2C1C1C3CC2C2C4C3CC1C24
C1C2C1C1C3CC2C2C4CC(C34)C12
C1C2C1C1C3CC2C2C4CC1C3C42
C1C2C1C1C3CC2C2C4CC3C1C42
C1C2C1C1C3CC2C2C4CC4C1C32
C1C2C1C1C3CC3C2C12CC2
C1C2C1C1C3CC3C2C2CC21
C1C2C1C1C3CC3C3(CC3)C13CC23
C1C2C1C1C3CC3C3C2C2CC2C13
C1C2C1C1C3CC3C3C2C3C12CC2
C1C2C1C1C3CC3C3C2CC13
C1C2C1C1C3CC3C3C2CC2C1C23
C1C2C1C1C3CC3C3C4C2CC1C43
C1C2C1C1C3CC3C3C4CC(C24)C13
C1C2C1C1C3CC3C3C4CC2C1C43
C1C2C1C1C3CC3C3C4CC4C2C13
C1C2C1C1C3CC3C3C4CCC2C413
C1C2C1C1C3CC3C3CC2C2C3C12
C1C2C1C1C3CC3C3CC2C31
C1C2C1C1C3CC4(CC4)C1C1C2C31
C1C2C1C1C3CC4(CC4)C1C23
C1C2C1C1C3CC4(CC4)C4C(C23)C14
C1C2C1C1C3CC4(CC4)CC1C23
C1C2C1C1C3CC4(CC4)CC2C31
C1C2C1C1C3CC4C(C23)C41
C1C2C1C1C3CC4C(C23)C4C12CC2
C1C2C1C1C3CC4C(C3)C4C13CC23
C1C2C1C1C3CC4C(C5CC3C25)C41
C1C2C1C1C3CC4C(C5CC5C23)C41
C1C2C1C1C3CC4C(C5CC5C41)C23
C1C2C1C1C3CC4C(CC31)C42
C1C2C1C1C3CC4C(CC5C4C51)C23
C1C2C1C1C3CC4C1C1CC1C2C34
C1C2C1C1C3CC4C1C1CC2C1C34
C1C2C1C1C3CC4C1C1CC2C3C14
C1C2C1C1C3CC4C1C2CC1C3C41
C1C2C1C1C3CC4C2C1C1(CC1)C43
C1C2C1C1C3CC4C2C1C1C4C31
C1C2C1C1C3CC4C2C2C1C2C43
C1C2C1C1C3CC4C2C2CC(C43)C21
C1C2C1C1C3CC4C2C2CC1C3C42
C1C2C1C1C3CC4C2C4C2(CC2)C31
C1C2C1C1C3CC4C2C4C2CC2C31
C1C2C1C1C3CC4C2C4C31
C1C2C1C1C3CC4C3C3CC(C23)C41
C1C2C1C1C3CC4C3C3CC3C1C24
C1C2C1C1C3CC4C3CC2C2C4C12
C1C2C1C1C3CC4C3CC2C41
C1C2C1C1C3CC4C5C(CC1C45)C23
C1C2C1C1C3CC4C5C1CC2C3C45
C1C2C1C1C3CC4C5C2CC(C31)C45
C1C2C1C1C3CC4C5C3CC2C1C45
C1C2C1C1C3CC4C5C3CC2C5C41
C1C2C1C1C3CC4C5CC(C23)C1C45
C1C2C1C1C3CC4C5CC(C24)C1C53
C1C2C1C1C3CC4C5CC(C2C43)C51
C1C2C1C1C3CC4C5CC(C2C53)C41
C1C2C1C1C3CC4C5CC(C42)C5C31
C1C2C1C1C3CC4C5CC(C43)C1C52
C1C2C1C1C3CC4C5CC(C4C23)C51
C1C2C1C1C3CC4C5CC(C52)C4C31
C1C2C1C1C3CC4C5CC(C53)C1C42
C1C2C1C1C3CC4C5CC(C53)C2C41
C1C2C1C1C3CC4C5CC2C(C54)C31
C1C2C1C1C3CC4C5CC2C1C3C54
C1C2C1C1C3CC4C5CC3C1C5C24
C1C2C1C1C3CC4C5CC3C2C1C54
C1C2C1C1C3CC4C5CC3C2C5C41
C1C2C1C1C3CC4C5CC3C5C1C24
C1C2C1C1C3CC4C5CC4C(C52)C31
C1C2C1C1C3CC4C5CC4C1C5C23
C1C2C1C1C3CC4C5CC5C(C23)C41
C1C2C1C1C3CC4C5CC5C(C42)C31
C1C2C1C1C3CC4CC(C23)C2C4C12
C1C2C1C1C3CC4CC(C42)C31
C1C2C1C1C3CC4CC2C1C1C4C31
C1C2C1C1C3CC4CC2C2C(C43)C12
C1C2C1C1C3CC4CC2C2C4C2C31
C1C2C1C1C3CC4CC3C1C42
C1C2C1C1C3CC4CC3C3C(C42)C13
C1C2C1C1C3CC4CC4C1C23
C1C2C1C1C3CC4CC4C4C(C23)C14
C1C2C1C1C3CC4CC5C(C42)C5C31
C1C2C1C1C3CC4CC5C1C5C4C23
C1C2C1C1C3CC4CC5C2C5C4C31
C1C2C1C1C3CC4CC5C3C5C1C42
C1C2C1C1C3CC4CC5C4C3C1C25
C1C2C1C1C3CCC(C23)C12CC2
C1C2C1C1C3CCC1C1C2CC31
C1C2C1C1C3CCC1C23
C1C2C1C1C3CCC2C31C1CC1
C1C2C1C1C3CCC3C3C2CC13
C1C2C1C1C3CCC4(CC4)C1C23
C1C2C1C1C3CCC4(CC4)CC1C23
C1C2C1C1C3CCC4C(C23)C41
C1C2C1C1C3CCC4C2C1C1C4C31
C1C2C1C1C3CCC4C2C2C1C2C43
C1C2C1C1C3CCC4C2C4C31
C1C2C1C1C3CCC4C3C4C13CC23
C1C2C1C1C3CCC4CCC2C431
C1C2C1C1CC13C1CC(C1)C31CC21
C1C2C1C1CC13C1CC(C1)CC23
C1C2C1C1CC13C1CC1CC23
C1C2C1C1CC13C1CC1CC31CC21
C1C2C1C1CC13C2CCC31CC1
C1C2C1C1CC13CC1(CC1)CC23
C1C2C1C1CC13CC1(CCC23)CC1
C1C2C1C1CC13CCC1(CC1)CC23
C1C2C1C1CC1C1(CC1)C1CC21
C1C2C1C1CC1C1(CC1)C1CCC21
C1C2C1C1CC1C1C3CC2C1C3
C1C2C1C1CC1C1CC1C1CC21
C1C2C1C1CC2C1(C1CC1)C1CC1
C1C2C1C1CC2C12C1CC1C1CC12
C1C2C1C1CC2C12C1CC3C(C1)C32
C1C2C1C1CC2C12C1CCC2CC1
C1C2C1C1CC2C12CC1CC2C1
C1C2C1C1CC2C12CCC1(CC1)C2
C1C2C1C1CC2C1C1(C2CC2)CC1
C1C2C1C1CC2C2(CC2)C12CC2
C1C2C1C1CC2C2(CC2)CC12CC2
C1C2C1C1CC2C23CC12C1CC3C1
C1C2C1C1CC2C23CC2CC2CC213
C1C2C1C1CC2C23CC4CC4C12C3
C1C2C1C1CC2C2C3C4CC(C4)C132
C1C2C1C1CC2C2C3C4CC12CC43
C1C2C1C1CC2C2C3C4CC4C2C13
C1C2C1C1CC2C2C3C4CC4CC132
C1C2C1C1CC2C2C3CC2C2C1C32
C1C2C1C1CC2C2C3CC3C3C1C23
C1C2C1C1CC2C2C3CC3C3CC132
C1C2C1C1CC2C2C3CC4C1C4C32
C1C2C1C1CC2C2C3CC4C2C4C13
C1C2C1C1CC2C2C3CC4CC4C132
C1C2C1C1CC2C2C3CCC2C13
C1C2C1C1CC2C2CC12C1CC1
C1C2C1C1CC2C2CC1C1CC12
C1C2C1C1CC2C2CC21
C1C2C1C1CC2C2CC2C2CC21
C1C2C1C1CC2C2CC3(CC3)CC12
C1C2C1C1CC2C2CCC1C21CC1
C1C2C1C1CC3(C4CC4)CC2C1C3
C1C2C1C1CC3(CC3)C2CC12CC2
C1C2C1C1CC3(CC3)C3CC2C13
C1C2C1C1CC3(CC3)C3CC2C1C3
C1C2C1C1CC3(CC3)C3CCC2C13
C1C2C1C1CC3(CC3)CC13CCC23
C1C2C1C1CC3(CC3)CC2C12CC2
C1C2C1C1CC3(CC3)CC2C2CC21
C1C2C1C1CC3(CC3)CC3C2CC13
C1C2C1C1CC3(CC3)CC3CC2C31
C1C2C1C1CC3C(CC14CC4)C32
C1C2C1C1CC3C1C2CCC31CC1
C1C2C1C1CC3C2C3C12CC2
C1C2C1C1CC3C2CC1C31CC1
C1C2C1C1CC3C2CC2(CC2)C13
C1C2C1C1CC3C2CC2C1C32
C1C2C1C1CC3C2CC3C2CC21
C1C2C1C1CC3C4C2CC2C1C2C34
C1C2C1C1CC3C4C2CC4C2C1C32
C1C2C1C1CC3C4C5CC2C5C1C34
C1C2C1C1CC3C4CC1C2CC43
C1C2C1C1CC3C4CC2C1C43
C1C2C1C1CC3C4CC2C2C1C2C43
C1C2C1C1CC3C4CC2C4C2C1C32
C1C2C1C1CC3C4CC2C4CC31
C1C2C1C1CC3C4CC3C1C2C4
C1C2C1C1CC3C4CC3C2CC41
C1C2C1C1CC3C4CC4C1CC23
C1C2C1C1CC3C4CCC2C1C43
C1C2C1C1CC3CC(C3)C13CCC23
C1C2C1C1CC3CC(C32)C12CC2
C1C2C1C1CC3CC1C3C1CCC21
C1C2C1C1CC3CC2C1(C1CC1)C3
C1C2C1C1CC3CC2C1C1(CC1)C3
C1C2C1C1CC3CC2C1C1CC31
C1C2C1C1CC3CC2C1C31CC1
C1C2C1C1CC3CC2C1CC31CC1
C1C2C1C1CC3CC2C2C(C3)C12
C1C2C1C1CC3CC2C2C3C12
C1C2C1C1CC3CC2C2CC1C32
C1C2C1C1CC3CC2C2CCC1C32
C1C2C1C1CC3CC2C3C12CC2
C1C2C1C1CC3CC3C13CCC23
C1C2C1C1CC3CC3C1C1CC21
C1C2C1C1CC3CC4C2CC1C34
C1C2C1C1CC3CC4CCC2C41C3
C1C2C1C1CC3CCC2C1C31CC1
C1C2C1C1CC3CCC2C31C1CC1
C1C2C1C1CC3CCC4CCC2C431
C1C2C1C1CCC1(C1CC1)C1CC21
C1C2C1C1CCC13C2CCC31CC1
C1C2C1C1CCC2C12C1CCC2C1
C1C2C1C1CCC2C12CC1CC2C1
C1C2C1C1CCC2C12CC2
C1C2C1C1CCC2C2(CC2)C12CC2
C1C2C1C1CCC2C2C3CCC2C13
C1C2C1C1CCC3(CC3)C1C1CC21
C1C2C1C1CCC34CCC(C2C3)C14
C1C2C1C1CCC3C1C3C1CC21
C1C2C1C1CCC3C2C3C12CC2
C1C2C1C1CCC3C2CC1C31CC1
C1C2C1C1CCC3C2CC2(CC2)C13
C1C2C1C1CCC3C2CC2C1C32
C1C2C1C1CCC3C2CC2CC1C23
C1C2C1C1CCC3C4C2CCC4C13
C1C2C1C1CCC3C4CCC2C143
C1C2C1C1CCC3C4CCC2C1C43
C1C2C1C1CCC3C4CCC2C4C13
C1C2C1C1CCC3CC31C1CC21
C1C2C1C1CCC3CC4CCC2C431
C1C2C1C1CCC3CCC31C1CC21
C1C2C3C(CC24CC4)CC2(CC2)C13
C1C2C3C(CCC34CC4)C3(CC3)C12
C1C2C3C1C1(CC1)C2CC31CC1
C1C2C3C1C1C2C1C1(C2CC2)CC31
C1C2C3C1C1C2C1C1(CC1)C1CC31
C1C2C3C1C1C2C1C12CC1CCC32
C1C2C3C1C1C2C2(CC2)C3C12CC2
C1C2C3C1C1C2C2C(CC14CC4)C32
C1C2C3C1C1C2C2C3C2C12CC2
C1C2C3C1C1C2C2C3CC3(CC3)C12
C1C2C3C1C1C2C2C3CC3C1C32
C1C2C3C1C1C2C2C4C3C3C1C3C24
C1C2C3C1C1C2C2C4C3C4C3C1C23
C1C2C3C1C1C2C2C4CC(C43)C12
C1C2C3C1C1C2C2C4CC2C1C43
C1C2C3C1C1C2C2C4CC4C1C32
C1C2C3C1C1C2C2C4CCC4C1C32
C1C2C3C1C1C2C2CC(C23)C12CC2
C1C2C3C1C1C2C2CC3C1C21CC1
C1C2C3C1C1C2C2CC3C3C2C13
C1C2C3C1C1C2C2CCC3C3C2C13
C1C2C3C1C1C4C(CC2C12CC2)C34
C1C2C3C1C1C4C2C2C3C1C1C4C21
C1C2C3C1C1C4C2C2C3C3C1C3C42
C1C2C3C1C1C4C2C4C2C3C12
C1C2C3C1C1C4C3C3C2C2C1C2C34
C1C2C3C1C1C4C3C3C2C3C14
C1C2C3C1C1C4C3C4C2C12CC2
C1C2C3C1C1C4C3CC3C2C3C14
C1C2C3C1C1C4C5C2C5C2C3C2C14
C1C2C3C1C1C4C5CC(C53)C2C14
C1C2C3C1C1C4CC(C43)C21
C1C2C3C1C1C4CC(C43)C2C12CC2
C1C2C3C24CC2C5C4C5C34C1C24
C1C2C3C2C2(CC2)C1C31CC1
C1C2C3C2C2(CC2)C1CC31CC1
C1C2C3C2C2(CC2)C2C1C2C31CC1
C1C2C3C2C24CC5C6C5C1(C2)C3C64
C1C2C3C2C2C1C1C3C1C21CC1
C1C2C3C2C2C1C3C1(CC1)C21CC1
C1C2C3C2C2C1C3C21CC2CC1C2
C1C2C3C2C2C4(CC4)C1C3C21CC1
C1C2C3C2C2C4C1C1C3C1C42
C1C2C3C2C2C4C1C1C3C2C2C1C42
C1C2C3C2C2C4C1C1C3C3C2C3C14
C1C2C3C2C2C4C1C4C3C21CC1
C1C2C3C2C2C4C3C1C1(CC1)C24
C1C2C3C2C2C4C5C1C1C3C2C1C54
C1C2C3C2C2C4C5C1C3C1C2C1C54
C1C2C3C2C2C4C5C1C3C1C5C1C24
C1C2C3C2C2C4C5C1C5C1C3C1C24
C1C2C3C2C2C4C5C1C5C3C24
C1C2C3C2C2C4C5C6CC12C(C65)C34
C1C2C3C2C2C4C5CC12C1C3C1C54
C1C2C3C2C2C4C5CC12C3C54
C1C2C3C2C2C4CC2C2(CC2)C1C43
C1C2C3C2C2C4CC5(CC5)C2C3C14
C1C2C3C2C2CC2(C2CC2)C2C1C32
C1C2C3C2C2CC4C1C3C4C21CC1
C1C2C3C2C2CCC4CC42C2C1C32
C1C2C3C4C(C1C31CC1)C4C21CC1
C1C2C3C4C(C4C4(CC4)C13)C21CC1
C1C2C3C4C1C(C23)C1(C2CC2)CC41
C1C2C3C4C1C(C23)C12CC1CCC42
C1C2C3C4C1C1(CC1)C2C1(CC1)C34
C1C2C3C4C1C1C(CC2C12CC2)C34
C1C2C3C4C1C1C2C1C1(CC1)C34
C1C2C3C4C1C1C2C1C34
C1C2C3C4C1C1C2C2C3C2C2C4C12
C1C2C3C4C1C1C2C2C3C4C3C1C23
C1C2C3C4C1C1C2C3C2(CC2)C41
C1C2C3C4C1C1C2C3C2C4C12
C1C2C3C4C1C1C4C4C3C2C2C1C24
C1C2C3C4C1C1C4C4C5C3C2C1C54
C1C2C3C4C1C1C4CC(C23)C12CC2
C1C2C3C4C1C1C5C2C3C2C4C2C15
C1C2C3C4C1C1C5C2C5C2C1C2C34
C1C2C3C4C1C1C5C4C3C3C2C3C15
C1C2C3C4C1C1C5C6C2C6C(C34)C15
C1C2C3C4C1C1C5C6CC1(C23)C4C65
C1C2C3C4C1C1CC4C(C23)C12CC2
C1C2C3C4C1C1CC5CC2C1(C5)C34
C1C2C3C4C1C2C1(C2CC2)CC1C34
C1C2C3C4C1C2C1(C2CCC1C2)C34
C1C2C3C4C1C2C1(CC1)C1(CC1)C34
C1C2C3C4C1C2C1(CC1)C34
C1C2C3C4C1C2C1(CC2CC1C2)C34
C1C2C3C4C1C2C12CC(CC31)CC42
C1C2C3C4C1C2C12CC1CCC2C34
C1C2C3C4C1C2C12CC5C(C5C41)C32
C1C2C3C4C1C4C1(C4CCC1C4)C23
C1C2C3C4C1C4C1(CC1)C1(CC1)C23
C1C2C3C4C1C4C1(CC1)C23
C1C2C3C4C1C4C1(CC4CC1C4)C23
C1C2C3C4C1C4C14CC(CC21)CC34
C1C2C3C4C3C(C23CC3)C2(CC2)C14
C1C2C3C4C3C1C1(CC1)C1C2C41
C1C2C3C4C3C3(CC3)C2C1C41CC1
C1C2C3C4C3C3C2C1C4C31CC1
C1C2C3C4C3C3C5C6CC3(C12)C4C65
C1C2C3C4C3C3C5C6CC3(C14)C2C65
C1C2C3C4C3C3CC5CC4C3(C5)C12
C1C2C3C4C5C1C1C2C(C34)C2C1C52
C1C2C3C4C5C1C1C6C2C(C34)C5C16
C1C2C3C4C5C1C1C6C2C3C(C54)C16
C1C2C3C4C5C2C2C5C5CC12C3C54
C1C2C3C4C5C4C(C23)C2(CC2)C15
C1C2C3C4C5C6C3C13CC6C2(C3)C45
C1C2C3C4C5C6C7C(C8CC836)C7C45C12
C1C2C3C4C5C6C7CC(C12)(C35)C4C76
C1C2C3C4C5C6C7CC(C12)(C3C76)C54
C1C2C3C4C5C6C7CC(C13)(C25)C4C76
C1C2C3C4C5C6C7CC(C15)(C23)C4C76
C1C2C3C4C5C6C7CC1(C36)C(C24)C75
C1C2C3C4C5C6C7CC25C(C7)(C13)C64
C1C2C3C4C5C6C7CC3C(C12)(C76)C45
C1C2C3C4C5C6C7CC4C(C12)(C76)C35
C1C2C3C4C5C6C7CC4C(C13)(C76)C25
C1C2C3C4C5C6C7CC5C(C14)(C23)C76
C1C2C3C4C5C6C7CC6C(C12)(C74)C35
C1C2C3C4C5C6C7CC6C(C13)(C74)C25
C1C2C3C4C5C6C7CC7C(C12)(C34)C65
C1C2C3C4C5C6C7CC7C(C12)(C36)C45
C1C2C3C4C5C6CC(C12)(C53)C1C6C41
C1C2C3C4C5C6CC(C12)(C54)C1C6C31
C1C2C3C4C5C6CC1(C5C23)C1C6C41
C1C2C3C4C5C6CC3C(C6)(C12)C54
C1C2C3C4C5C6CC4C(C6)(C12)C53
C1C2C3C4C5CC(C23)C2(CC2)C1C54
C1C2C3C4C5CC(C34)C3(CC3)C1C25
C1C2C3C4C5CC(CC56CC6)(C14)C23
C1C2C3C4C5CC16C(C23)C4C1C5C16
C1C2C3C4C5CC1C1(CC1)C(C23)C54
C1C2C3C4C5CC26CC1C3(CC54)C6
C1C2C3C4C5CC3(CC23CC3)C1C54
C1C2C3C4C5CC3C(C5)(C14)C21CC1
C1C2C3C4C5CC3C3(CC5CC43)C12
C1C2C3C4C5CC4C4(CC4)C(C15)C23
C1C2C3C4C5CC4C4(CC5CC34)C12
C1C2C3C4C5CC4C4C(C15)C4C23
C1C2C3C4C5CC5C5(CC5)C(C14)C23
C1C2C3C4C5CC6(C12)CC5C(C6)C43
C1C2C3C4C5CC6(CC(CC36)C54)C12
C1C2C3C4C5CC6(CC5CC6C43)C12
C1C2C3C4C5CC6(CC6)C(C14)C5C23
C1C2C3C4C5CC6(CC6)C(C1C34)C25
C1C2C3C4C5CC6(CC6)C(C1C54)C23
C1C2C3C4C5CC6(CC6)C1C(C23)C54
C1C2C3C4CC(C13)C1(CC1)C1C2C41
C1C2C3C4CC(C23)C2(CC2)C14
C1C2C3C4CC(C23)C2(CC2)C2C1C42
C1C2C3C4CC(C23)C2C1C42
C1C2C3C4CC(C5CC5)(C23)C2C1C42
C1C2C3C4CC15C1C6CC5(C23)C4C61
C1C2C3C4CC15CC1C2C1C5C43
C1C2C3C4CC15CC4C1(CC1)C5C23
C1C2C3C4CC1C1(C5CC5CC21)C43
C1C2C3C4CC1C1(CC1)C1C4C1C23
C1C2C3C4CC1C15CC(CC21)C3C45
C1C2C3C4CC25C2C6CC5(C1C62)C43
C1C2C3C4CC25CC1C31CC4CC51
C1C2C3C4CC2C2(C4)C3CC3C1C32
C1C2C3C4CC2C2(C4)C4CC4C1C32
C1C2C3C4CC2C2(CC2)C(C4)C13
C1C2C3C4CC2C2(CC2)C2C1C2C43
C1C2C3C4CC3C3(C4)C2CC2C1C23
C1C2C3C4CC3C3(CC5C(C3)C54)C12
C1C2C3C4CC3C3(CC5CC3C54)C12
C1C2C3C4CC3C35CC(CC23)C1C45
C1C2C3C4CC3C3C2C1C1C(C4)C13
C1C2C3C4CC3C3C2C1C4C31CC1
C1C2C3C4CC3C3C4C1C2C31CC1
C1C2C3C4CC3C3C5CC(C25)C3C14
C1C2C3C4CC4C4(CC4)C4C1C4C23
C1C2C3C4CC4C45CC(CC24)C1C35
C1C2C3C4CC4C4C3C1C2C41CC1
C1C2C3C4CC4C4C5C2C1C3C45
C1C2C3C4CC5(C12)C1CC(CC35)C41
C1C2C3C4CC5(C12)C1CC1C4C35
C1C2C3C4CC5(C12)C3C4CC51CC1
C1C2C3C4CC5(C12)C3CC4C51CC1
C1C2C3C4CC5(C13)C1C3CC25C4C31
C1C2C3C4CC5(C13)C2C4CC51CC1
C1C2C3C4CC5(CC43)C2CC2C1C25
C1C2C3C4CC5(CC4CC25)C2C1C32
C1C2C3C4CC5(CC4CC35)C12
C1C2C3C4CC5(CC5)C(C13)C1C2C41
C1C2C3C4CC5(CC5)C(C14)C23
C1C2C3C4CC5(CC5)C(C23)C2C1C42
C1C2C3C4CC5(CC5)C(C24)C2C1C32
