CCC1C(C)C(C)CC1(C)C
CCCC1CC2CCCCCCCCC(C1)C2
CCCC1CCC2CC3CC3C12C
CC12CC3CC1CC2CC31CC1
CC1CC2(C)CC3CC3C3C1CC32
CC1CC2CC3C1C2CC31CC1
CCCCC1(C)C(C)C12CC(C)CC2C
CCC1(C)C2CC3CCC2C1C3
CC1C2CCCC3C1C3(C(C)C)C2
CC(C1CC1)C1C(C)(C)C1(C)C
CCC1C(C)C(CC)C2C1C2(C)C
CCC12CC3(C)CC4CC4C1C2C3
CC1CCC2C1C21C2CCC1CC2
C1CC2(C3CC2C2(CC2)C3)C2CC12
CCCC1(CCC(C)C)CC1
CC1CC2CC3CC(C)(C2)C1C3C
CC12CC3CC4CC3C1(C)C42
CC12CC3C4C5CCC3(C1)C5(C)C42
CC1CC2(CCCCC2C)C1
CC1CCC2CCC2CCC2CC12
CCCC1C2CCC3(CC)C1CC23
CC1CCC2C3CCCC1C2CC3
CC12C3CCC4C(C3C1C1CC1)C42
CCC12CCCC(C3CCC31)C2C
CCC1C2CCC3(CC3)C12CC
CCCCCC1CCC2CC12
CC1C2CC3CCC2CC31C
CC1CCC2CC(C)(C3CC3)C12C
CCC(CC)C1CC1C1CCCC1
C1CC2(CC2)C2C3CC1C1CC1C32
CC1(C)C2CCCC2C2CC21C
CC1C2CC3C4C1C(C)(C2)CC34C
C1CC2CC3C4CC2C(C1)C34
CC1C2CC2CCC2C(C)C12
CC12CCC3C1C3(C)C(C)(C)C2
CC1CC2CCC3(CCCC1C3)C2
CCCC1(C)C2CCC3CC3CC21
CC1CC(CC2CC2)CC2CC12
C1CC2(C1)CC1C3CC4C1C4C32
C1CC2CC3CC3C3(CC3)C(C1)C2
CCC1(CC)CC(C)C(C)C1
CCC1(C)C2CCCCC21
CC12CC3CC1CC1CC3CC12
CC12CCC3CC4C3CC1(C)C4C2
CCCC12CC(C1)C(C)C(C)C2C
CCC12CC(C)C(C)(C1)C2(C)C
CCC1C2CC3CC(C)(C3)C1(C)C2
CC(C)CCC(C)C
CC1CCC2(C)CC(C)C2C1
CCCCC1CC1C(C)C1CC1
CC(C)C1C(C)C1(C)C1CC1
CCC12CCC3C(CC1C(C)C)C32
CC12CC1CC1CC3CCC(C1)C32
CCC(CC)CC12CCC(C1)C2C
CCC1C(C2CCC2)C1C1(C)CC1
CC1CC2CC3C1C1CC4C3C4C21
CCC1CC2(C)C3CC4C1C4(C)C32
CC1C2(C)CCC3CCC1(C)C32C
CC12CC3CC1CCC31CCCC21
CCC12CC3CC1C1(C)CC1C32
CC1CCCC2C3CC2C1C3C
CC12CC(C3CC31)C1C3CCCC312
CC1(C)CC1C1C2CC3CC(C3)C21
CC1C2CC3CC3C2C1(C)C
CC1CC2CC2(CCC2(C)CC2)C1
CCC(C)C1C(C)C1C(C)C
CC1CC(C2(C)CC2)(C2(C)CC2)C1
CCCC1C(C)C(C)(C(C)C)C1C
CC1CC1C1(C)CCC1(C)C1CC1
CC1CC2C(C)C1C2C1(C)CC1
CC12CC3C1CC1C2C2CC2C31C
CC1CC2C3C(C)C4C5C2C1C3C45
CC1CC2C1C1CC1C1(CC1)C2C
CC1CCC2C(C)C1C1C(C)CC21
CCC(C)(C)CCCC1CC1
CC1CC23CCC1CC(C)(CC2)C3
CCC12CC3CC1CC(C(C)C)C32
CCCC12CC1(C)CCC1CC2C1
CC1CC2CC1C21CCCCCC1
CC1C2CC(C3C4CCCC43)CC12
CC1CC2CC2C2(CC2)C1C
CC1C2CC1C1C3CC2CC31
CC12C3CCC(C3)C1CC1CCC12
CC(C)CC(C(C)C)C(C)C
CCCC1CC(C)(C2CCCC2)C1
CC1C2C1C1C3CC3CC2C12CC2
CCC1C(C)CC2C(C)CC12CC
CC1CC2(C)CCC3(C)CCCC132
CCC(CC(C)C)C1CC2CC2C1
CC1CC12C1(C)CCC3C1CC32C
CC1C2CC3CC2(C)CC3C1(C)C
CCC1CCC2C3CCC(C)CC132
CCCC1CCCC2CC1C2C
CC1(C)C2CC1C(C)(C)C1(CC1)C2
CC1CC2CCC3C4CC2C(C1)C34
CC(C)(C)CCC1(CC2CC2)CC1
CCC1(C)CC2(C)C3CCC(C3)C12
CCC12CC1C1(C)CC1C21CC1
CC1C2CC3C4CC3C(C)(C4C)C12
CC1C(C)C2(C)CCC1(C)C2
CCC1(C2CC2)CC2CCC(C2)C1
CC1CC(C)(C)C2(CCC2)C1(C)C
CCC12CCC3(C)CC(C1)C2C3C
CC1CCCC2C(C)C2C2(CC2)C1
CC1C2C3CC4CCC3C4C12
CCC1CC(C)C23CCCC2C3C1
CC(C(C)(C)C)C1(C)CCC2CC21
CC12C3CCCC4(CCC1C4)C2C3
CCC12CCC1(C)CC1CCC12
CC1C2C1C1(C)CC13CCCCC23
CCC1CC2CC1(CC)C2CC
CCC1C2CC3(C)CC3CC12CC
CC1(C)CCC2CC(CC3CC23)C1
CC1(C)C2C3CC4CC3C1C2C4
CC12CC3CC(C1)C2C1(CC1)C3
CC12CC(C1)C1C3CCC3C3CC312
CCCCC1C(CCC)C1C(C)C
CC1(C)C2CCC3C(C2)C3C2CC21
CC1CCC2(C1C)C1CCCCC12
CCCC1CC2(C(C)C)CC2C1C
CCC1C2CC(C3CC23C)C1(C)C
CC(C)CC1CC2(CC2)C2(CC2)C1
CCC12C3CC(C)(CC31)C2C
CCCC1C2CCC3CCC1C2C3
C1CC2(C1)C1C3CCC1C1CC3C12
CCC1CC2C3CC1C1CC1(C)C23
CC1C2CC1C1(C)CC2C1C
CCC1C(C)C(C)C2CCC1C2C
CC12CC1C1C3(C)CCCC13C2
CC12CC34CC5C1C5C3(C)CC2C4
CC12CC3C4C1C4C1(C)CC2C31
CC1CC2CCC3CC1C3C(C)C2
CCC12CC(C1)C1(C)CC21
CCCC12C3CCC1C2CC(C)C3
CC1C(C)C1C12CC1C1CC1C2C
CC12CCCCC1C1CC1C2
CCCC12C(C)C1CCC2(C)C
CCC1C2C3C(CC12C)C3C1CC1
CC1CC2CC1C1CC(C)C3CC231
CCCCC(C1CC1)C1(C)CC1
CCC1CC2CC3CC1C(C2)C3C
CC12CC3C1CC1C3(C)C12C
CCCC12CC1CC(C)C1CC2C1
CC1C2CCC3CC1C1CC2C31
CCC1CCC2(CC2C)C1(C)CC
CC(C)C(C)(C)C1(C)CC1C
CC1(C)CCC2C1C2(C)C1CCC1
CC1CC(C)(C2CC2(C)C)C2CC12
CC(C)CCC1CCCC(C)(C)C1
CCC12C3CC(C4CCC41)C2C3
CC12CC3CC4C5CC5C1C2C34C
CCC1(C)C(C)C1CC(C)C1CC1
CC1CC2CCC3C(C)C2C(C)C13
CCC12CC(C1)C1(C)CCC2C1
CCC1(C)CC1C1C2CC(C)CC21
CCCC(C(C)C1CC1)C1(C)CC1
CC1CC2CCC(CC3CC3)(C1)C2
CCC(C)C1(C(CC)C(C)C)CC1
CC1CC(C)C2C1CC2(C)C
CCC1C2CCC3C(C(C)C2)C13C
CC12CC1C1CC3C(C1)C32C
CC1C2CC3CC4C1C2CC4(C)C3
CC1CC2(C1)CC1(CC1)CC2C
CC1CC2(CCC2C)C(C)C1(C)C
CCC12CC1(C)C1CCC1C2C
CCC1CC2(C(C)C)CC1C2
CCCC1C2C3CC1C1(CC1)CC32
CC1CCC2CC3C(C)C2CC13
CC1C2CC3C2CCC2C3CC12C
CCC12CC3C1CCC2(C)C3(C)C
CC12CC3C4C(C5CC5C31)C42
C1CCC23CC(CC2C1)C1CCC13
CC1CC2CCC1C(C)CC1CC21
CC1CC12CCC1(C)C(C)C1C2
CCC1(C2CC2)CC2C3CC3CC21
CCC1C2CC(C2)C1(C)C(C)C
CC1C2C3CC(C)(CC32)C12CC2
CC12CCC(C1)C1CCCC3CC312
CC1CC2(CCCC1(C)C)CC2C
CC1C2CC3CC(C4CC4)C2C1C3
CCC12CC3C(CCC31)C2C
CC(CC(C)(C)C(C)C)C1CCC1
CCC12CCCC(C1)C2C
CC1CC2CCC3(CC3)C12
CCC(CC)C(C)(C)CCC(C)C
CC1C2C1(C)CC1C3CCC(C)C312
CC(C)CC12CCCCC1(C)C2C
CC1C(CC2CC2)CC12CCCC2
CC12CCC3C(C4CC4)CC(C1)C32
CC1C2CC3(CC3)C1C2(C)C1CC1
CCC1CC1CC(C)CC(C)C
C1C2C3C1C1C2C2CC3C1C21CC1
CC1C2C3CCC(C3)CC(C)(C)C12
CCC1CC2C3C4CC(C23)C1(C)C4
CCC1CCC(C2(C)CC2(C)C)C1
CC1CCC2CC3(CC12)C(C)C3C
CC(C)C1C2CCC3CC2C2C3C12
CCC1CCCC2(C)C(C)C2C1
CCC1(C)CC2CCC3CC(C2)C31
CC1CC(C)(C(C)C)C2CC12
CCCC12CC3CC3C1(C)C2C
CC12CC3C4C5CC5C1C2CC34C
CC1(C)C2CCC3(CCCC3)C21
CCC12CC3CC4C(C)C3C1(C)C42
C1CC23CC1C(C2)C1CC3C1
CCC1C(C)C2CC3(CC3)CC12
CC(C)C1CC23CCCC12CCC3
CC12C3CC4C5CC(C41)C2C5C3
CC12CCC3CC4C(C5CC5C31)C42
CC12CCC3C4C(C5C3C51)C42
CC1CC1C1(C)C2CCC(C)C21C
CCC1(C)C2CC(C3CC32)C2CC21
CC1C2CC1C13CCCC1(C3)C2C
CCC1CC2(CC2)CC12CC(C)C2
CC1CC1C1CCC2(C)CC2C1
CC1C2CC2C2(C)C(C3CC3)C12C
CC12CCC(CC1)CC2C1(C)CC1
CC1C2CCC2C2(CC2)C2CC12C
CC1CC2CC(C2)C2(CCCC2)C1
CC1C2CCC1(CCC1CC1)C2
CC(C)C(C)C1CCC2CC21C
CCC12C(C3CC3)CC3CCC1C32
CCC1C2C3C4CC3(C)C(C)(C4)C12
CCC1(C)CC2C3C4C5C2C5C1C34
CCC12CC3C4C(CCC31)C4C2C
CCC1C2CCC(C)(CC2)C2CC12
CC1(C)CC1C1CCC2CCC2C1
CCCC12CCCCC1(C)C2
CC1CC2C(C)C1C(C)(C)C21CC1
CC12CCC(C3CC3)C1C2
CC1CCC2CC3(C)CC1CCC23
CCC1C(C)C2CC3(CC)CC3C12
CC(C)C1C2CCC1CC2
CCC1C2CC(C)(C2)C2(CC)CC12
CC1CC(C)(C)C2CCC12C
CC12C3CC4CC4C4CC1C2CC43
C1CC2(CC3C4CC2CC43)C2CC12
CCCC1CC2CCC1C21CC1C
CC1C2C3CC2CC1(C)C3
CC1CCC2(CCC2)C12CCC2
CC1CC2C(C)(C)C(C)C2(C)C1C
CCC12CCCC(C)CCC(C1)C2
CC1CCC2CC3C(C)C(C)C1C23
CCC12C3CCC1C3C(C)C21CC1
CC1CC12C1CCC1CC21CCC1
CCC1(C)CC2(CC2C)C(C)C1C
CCC1C2CC(C)C3CCCC2C31
C1CC23C4CC5CC2C5CC3C1C4
CCC1CC12CCCC2(C)C
CC1CC2(C)C3C1C1CC1C32C
CC1C2CCC3CC4(C)C1C4C32
CCC1CC2CC2(CC)C2CC12
CC1C(C)C2CC3C1CC1(C)C2C31
CC1CC2(CCCC2)C(C)C1C
CC(C)C1(C)CC2CC1CC21CC1
C1CC2CCC3CC3C23CCC3C1
CC1CCC2C(C)C1(C)C2(C)C
CC1CC2C(CC1(C)C)CC2(C)C
CC12CC(C1)C1C(CC3CCC3)C12
CC1C2CC2(C)C2(CC3CC3)CC12
CCC12CC(C)C3CCC1C3(C)C2
CCC12CC1C1CC3CCC(C1)C32
CC1CC2C3CC4CC4C1CC23
CC1CCC2(CC3CC3(C)C2)C1C
CC1CCC2(C)C3CC3C3CC3C12
CCC12CC1C(C)C(C)(C)C(C)C2
CC12C3CC1C1CC3C3CC1C32C
CC1C2C3CC3C1C1(C)CC2(C)C1
CC1C2CC(C)(C(C)C2C)C2CC12
CC(C)C(C)C1(C)CC1C1(C)CC1
CC12C3CCC4C(C3)C3CC4C1C32
CC1CCC1C1CCC2CC21
CCCC(C)C1CCCC2CC21
C1CC2C3CCCC(C4CC4)(C1)C23
CCCC1C2CC(C)(C)C1C1CC21
CC1CCC2C3CC4CC4(C)C1C23
CCC1CC2C3C(C)C3C(C)C12C
CCC1CC2CCC1(C)C(C)(C)C2
CC1CC2C3CCCC4C(CC13)C24
CC1C2CC3CC4C(CC1(C)C3)C42
CC1CC2CCC1C2(C)C1CC1C
CC1CCC2C1C2(C)C1CC1
CC12CC3C4CC5CC1C2C5C3C4
CCC12CC3C4C(C)C1C4CC32C
CC12C3CC4CC5C(CC53)CC1C42
C1C2CC1C1C3C4CCC4C1C23
CC1(C)C2CC1C1C2C1(C)C
C1CC2CC3C4CC1C2C43
CCC1CC(C)C(C)CC2CC12
CC(C)C1C2CC2CCC12CC2
C1CC2C3CCC2C2C(C1)C32
CCCC1(C2CC(C(C)C)C2)CC1
CC1CCC2C3CCC(C(C)C3C)C(C)C2C1
CC1C2C3CC(C3)CC12C
CC1CC2(CCC(C)C(C)C2)C1
CCC12CCCC3C(CC1C)C32C
CC1C2C3CC1(C)CCC1CC1C32
CC1C2CC3C4C5CC3C(C2)(C5)C14
CC12CC3(CC3)C3C1CC1(CC1)C32
CC1CCC23C4CCCC12CCC43
CC1CCC2C3C4CCC13CC24C
CC1C2CCC3CC(C4CCC34)C12
CC1CC2CCC2C12CCCCC2
CC(C)C1CC(C)(C)C1CC1CC1
CC1C2C3CC3C1(C)C1CC21
CCC12CC3C(C)C1C(C)C(C)C32
CCC(C)C(CC)C1CC2CC2C1
CC1CC2CC(C(C)C3CC3)CC12
CC(C)CC1C(C)C1CC(C)C
CC1CC2(C)C3CCC2(C)C1C3
CCC1(C)CC2C3CCCC1C32C
CCC1C2CC3CC2C2C1C2(C)C3
C1CC2CCC(C1)C1(CC1)C21CC1
CC1CC2(C)C(C)C(C)C(C)(C)C12
CC1C2C3C4CCC3C3C(C4)C3C12
CC1C2CC2(C)C2CCC12C1CCC1
C1CC1C1CC2CC3CC(C2)C31
CCC1C(C)CC12CCC(C)C2C
CC1CC2CC3CC4C(C)C3C1C24
CCC1C2C3CC1(CC)C1CC1C32
CCCC1CCC(CC)C(CC)C1
CCCC1(C(CC)CC)CC1
CC1CC(C2C(C)C2(C)C)C1
CC12CC3CC4(C)C(CC14)C3C2
CC1CC2C1CC1C(C)CC3C1C23
CCC(C)CC(C)CC1CC1CC
CCC12CCCC3CCC3C1C2
CC(C)C1C(C2(C)CC2)C1(C)C
CCC12CC3CCCC(C)(C1)C3C2
CC12CC3(C)CCC1C2C31CC1
CC1CCCC1(C1CC1)C1CC1
C1CC(CC23CCC4CC4C2C3)C1
CC1C2CC3C1CC3(C)C1CC2C1
CCCC12CCC3CC1C(C)C3C2
C1CC2(CCC3CC13)CC1CC2C1
CC1C2C3CC3CCC3(CCC3)C12
CCC12CC3C(C)C1(C)CCC32
CC1C2CCCC3CC(C)(C3)C12C
C1CC23CC4CCC4C2(C1)C3
CCC12CC3(C)C4CC(CC31C)C42
CC12CC3CCC4CCC1CC2C43
CCC1CC2C1CCCC21CCC1
CCC12CCC1C1CC1(C)C1CC12
CCC12C(C)C3C4CC1C2C43
CC(C)C1C2C3CCC4C1C4(C)C32
CC1CC2(C1)C1CC(C1)C2C(C)C
CC1(C)C2CCC3CC2CCC31
CCC1CC12CC1CCC3C(C2)C13
CC1C(C)C2C3CCCC3C(C)C12
CC1C2C3CC14CCC(C4)CC32C
CCC1CC2CC(C)CC2(CC)C1
CCC(C)CC(CC)CC
CC12CCC3(C)C(CCC4CC41)C23
CCC12CCC1(C)CC(C)C2
C1CC2C1C1CCC3CCC4C2C314
CCCC12CC3CCC(CC31)C2C
CC1(C)CC2C3CC4CC3C1C42C
CC1CC(C(C)C2(C)CCCC2)C1
CC12CCCCCC1(C)CCCC2
CCC1(CC)CC1(C)C1CC1
CC1CC(C)C2(C)CC3CC3C12
CC1C2CC(C(C)(C)C)CCC12C
CC1C(C)C2C3CCCCC1C2C3
CC1CC2C3CC2CC1(C)C3
CC12CC3CC4C(C31)C1(CC1)CC42
CCC1(C2CC2)C(C)CC2CC1C2
CC1(C23CCC4CCC4C2C3)CC1
C1CC2CC3C1CC3C2C1CC1
CCCC12CC(C)(C1)C1(CC1)C2
CCCC1CCCCC(C)C(C)CC1(C)CC
CC1CCC2(C(C)C)CCC1C2C
CC1CC(CCC2(C)CCC2)C1C
C1CC2CC3CC24CC2CC4C2C13
CCC1C2C3CC4C2C1C1(CC1)C34
CC1CCC(C)(C)C(C)(C)C1C
CCC12C3C4CC5CC1C2(C)C5C43
CCC12CC(C)CC(C)C(C1)C2
CC12C3CCCC1C(C3)C1CC12
CCC1C2(C)CCC1(C)C1CC12
CC(C)CCCC1(C)C(C)C1C
CCC1(CC)CCC2CC(C2)C1C
CC1CC(C)C12CC1CC2C1(C)C
CCC1C2C3(C)C4CCC3C4C12C
CC(C)C12CC3(C)CC3C1C2(C)C
CCCC12CC3CC3C(C1)C2
CC1(C)C2CC1C1(CC3CC3)CC21
CC1C2C3CCC3CC(C)(C)C12C
CCCC1C2CC2C(C)C12CC2C
CC(C)C12CCC3C4CC3C1CC42
CCC1CC2C(C)C3C1CC1C2C13
CC1CCC(C)C2CC(C1)C2(C)C
CC1CCC2(CC2)C1C(C)(C)C
CC1CCC2CC(C)(C2)C(C)C1C
CC12C3CC4CC(CC41)C2C3
CCC1CCC2CCC2(C)C1
C1CC2C3CC4C(C13)C1CCC1C24
CC1CC2(CCCC2)C1
CC12CCC3CCC4CC4C31C2
CC1CC2(C)CCC1C(C)C1CC12
CC1(C2CC2)CCC2CCC1C2
CC1C2CC3(C)C1CCCCC23C
CCC1C2CCCC2C2C(C)CC12
CCCCC1(CC2(C)CC2)CCC1
CCCC12CCC(CC13CC3)C2C
CCC12CC1C1CCC1C2C
CCC(C)C(C)C1CC2CCCC21
CC(C)C1CC2CC(C)(C)CC21C
CC1CC2C(C)C(C)C1C2C(C)CC(C)(C)C
CCC(CC)C1C2CC2C2CC21
CC1CC2C3CC14CCCC3C24
CCC1CC1(C)C(C)CC1(C)CC1
CC1CC2(C)C1C1C(C)C1C21CC1
CCC(C)C(C)(C)CC1(C)CC1
CCCC1CC(C)CCCC(C(C)CCC)C1
CC1(C2CC2)CCCCCC1
CCC1CCC2C1CC(C)(C)C2C
CCCC(C)CC1C(CC)C1CC
CC12CCC3C(CCC3C1)C2
CC12CC3C4CC(C4C4CC1C4)C32
C1CC23CCC4CC42CC1C1CC13
CC1C2C3CC14C1CC(C1)C4C32C
CC12CC3CC1(C)C1CCC2CC31
CC1C2CC2C(C)C(C)(C)C2CC12
CC(C)C1CC(C)(C)C1(C)C1CC1
CCC1C(C)C2CC3(CC3)C(C)C12
C1CCC2(C1)CCC1CC1C2
CCCC1CCC(C)(C)CC1(C)C
CCC1(C)CC2CC2(C(C)(C)C(C)C)C1C
CCC1CC2CC1C(C)CC2(C)C
CCC1C2C3CC4(C)C5C3C1C2C54
CCCC12CC1CC1(CCC1)C2C
CC12CC3C4C5CCC1C(CC32)C54
CCCC12CC(CC1(CC)CC)C2
CC1CC1(C)CC1CC1
CC(C)C1(C)CCCC2(CC2)CC1
CCC(C)C12CC(C3CC31)C2C
CC1C2CC1(C)CCC2(C)C
C1C2C3C1C1C2C2C4CC4C1C32
C1CC2C3C1CC(C21CC1)C31CC1
CCCC1CC12CC1CCC3C1C32
CCC1CC23CCC(C2)C1(C)C3
CC1CC2C(C)CC1C2C
CC1(C2(C)C3CCCC32)CCCC1
CC1CC2CC2(CC2CCC2C)C1
CCC12C3CCCC4C(CC31)C42
CC1CC2(C)C3CCCCC2C13C
CC12CC(C1)C1CCC3CC2C31
CCC1C2C3CC2C(C)(C)C1C3C
CCC1CC2CC(C)CCC1C2
C1CC2C3CC4C2C(C1)C1C(C3)C41
CCC1C2CC2C2CCC3CC312
CC1CC2CC1C2C(C)(C)C
CC12CC3C1CCC2(C)C1(C)CC31
CC12C3CC4CC4C1C1CC1C2C3
CCCC12CCCC(C1)C2
CCC12CCC3C(C)C4CC3C1C42
CCCC1C(C)CC(C)C12CCC2
CC1CC2C3CC3(C)C(C)C2(C)C1
CC12CC3CC3C3(CC3)C(C)(C1)C2
CCC1C2CCC3(CC)CC3C1C2
CCCC1C(C)(C)CCCCCC12CCCC2
CC(C)C1C2CCC3CCC1(C)C32
CCC1C(C)C(C(C)C)C2CC12C
CC(C)CCCCCC(C)C(C)C
CC1CC(C2CC2)CC(C)(C)C1
CCC12C3CC4C(C)(CC31)C42C
CCC12C3CC4C5C(C3)C1CC2C45
CCC1(C)CCCC2CCC(C)C(CC2)CC1
C1CC1C1C2CC3C2CC2CC3C21
C1CC2C3CC3C3(CC3)CC3C1C32
CCCCC1C(CCC)C1CCC
CC1C2C3CC4C5CC4(C)C3C5C12
CC1CC2C(C)CCC2C(C)(C)C1
CC1CC2C3(C)CCC2(C)C13
CC1CC2C3CC2(C)C2CC2C13
CCC12CCCC3CC(C1)C3(C)C2
CC12CC3(CCC3)C3CCC1C2C3
CC12C3CCCC4CC1C2C4C3
CC1CCCC2C3CC3CCC12C
CCC1C2CCC(CC2)C12CC2C
CCC1CCCC2CC12
C1C2CC3C4CC5C(C4)C5CC3C12
CCCC1C2CC3C2CC1C1CC13
CCC12C3CC4(C)C(C31)C(C)(C)C42
CC12CC3C(C4CC4C31)C1CC12
CC1CCC2CCCC3C(C1)C23
CC1CC2CC(C1C)C1CC21C
CCC1CCC23CCC(C)C4CC(CC12)C43
CC1CC2CCC3(CC3)C2C1C
CC1CC1CC1(C)CC1C1(C)CC1
CCC12CCC3(CCC3)CCC1C2
CC1CC2C3C(C)C3C(C)C2(C)C1
CC(C)CC1(C)CC1CC1CC1
CC1C2CCCC3CC4C(CC32)C14
CCC1CCC2C(C)CC12C
CC1CC23CC4CC1C2CC4C3
CCCC1C2CC(C)C(C2)C12CC2
CCC1C2CC(C)(C2)C2CCCC12
CC1(C)CCCC2(C3CCC3)CC12
CCC(C)C1CC2CCC(C)C(C)(CC2C)C1
CC12CC3CC3CC3C(C1)C3(C)C2
CC12CC3C(C4CC41)C3C1CC12
CCC(C)(C(C)C)C1CCCCC1
CC1CCC(C)C1C1CCC1
CC(C)CC1(C)C(C)C1C
CC1C2C3CC4CC3C4CC12C
CCC1(C)C2CC1(C)CC2C
CC1C(C)C2C3C1C1(C)CC1C23C
CC1CC2C3CC4C2C1C1C3C41
CCC12CC3CC14CCC3C2CC4
CCC12C(C)C1C1(CC1)C1CC12
C1C2CC3C4CC3C3CC1C3C4C2
CC1C(C)C2C3CC(C13)C21CC1
CC1(C)C2CCCC3C2CC2C3C21
CC1C(C)C2C1C1CC1C21CC1
CC(CC1CC1)C1CCCC1
CC1(C2C3C4CC2(C)CC43)CC1
C1C2C3CC4C(C13)C4C1CC21
CC(C)C(C)C1CC2CC1(C)C2C
CC12CC3CC4C(C1)C4(C)C1C3C12
CC1CC2C(C)C1C2C1CC1
CC1CC(CC2(C3CC3C)CC2)C1
CC1C2CC3C2C2CC4C3C4(C)C12
CCC12CCC3C4CC(C)C3C1C42
CC1CC2CC(C)C2(C)C1C
CC1CC2C3CC4C2C2CC1C3C24
CC(C)C12CCC(C1)C1(CC1)C2
CC12C3CC4C3CC3CC3C1C42
CCCC1C(CC)CC2CCC21
CC1CC(C)C23CC2CC(C)C13
CC12CC3CC4CCCCC3C1C42
CC1C2C3CC1C1(C32)C(C)C1(C)C
CC12CCC(C1)C1C2CC2CC21C
CC1CC1C1C2CC(C)(C)CC21
CCCC12CC3CC4C(C5C3C51)C42
CC1CCC2(C)C1C2C1CC1
CC1CC2CCC2(C(C)C)C1
CC1(C)CCCC2C(CC3CC3)C21
CCC1CC2CCC2CCCC1C
CCC1(C(C)C)C(C)C1C1(C)CC1
C1CC23CC4C1C2C4CC31CC1
CCC1C(C)C(C)C12CC1CC2C1
CC1C2C3CCC4C3C4(C)C12C
CC1CC2CC3(C)CC3(C(C)C)C12
CC(C)(C)C1(C)CCC1CC1CC1
CC1CC2CCC3C4C1C(C)C2C34
CC1(C)CC2CC3CC(C1)C3C2
CCC(C)C1C2C(C)C3CC3C12
CC1CC23CCC2(CCC3C)C1C
CC1CC1C1CC12CCCC2C
CCC1CC2(C)CC(C)C3CCCC3C2C1C
CC12CC(C1)C13CCC(CC1)C3C2
CC1C2C3CC3C3C2C2CC3C12C
CC12CCC3CC4C1C(C2)CC34C
CC1(C)CC2CC3C4CC2CC1C43
CCC1(CC)CC1C1(C)C(C)C1C
CCC1C2CC3(CC3)CC12
CCCCCC12CCC(CC)C1C2
CC1CC2CC3CCC(C3)C1(C)C2
CC12CC1C1CC3CC4CC4C2C31
CCC1C(C2CCC3CC32)C1(C)C
CCCC1(C)C2CC3CC3(C)CC21
CC12CC1C1CCCC1(C1CC1)C2
CC1CC(C)(CC(C)C2CCC2)C1
C1CC1CCC1CC2CC2C1
CCCC1CC2CCC(C1)C(C)C2
CCCC1CC(C2CC2CC)C1
CCC1(C)CCC2(C)C3CC3CC12
CCC1(C)CCC2C1CCCC1CC12C
CCC12C3CCC4(CC5CC4C51)C32
CC1C2CCC3C4CC(C4)C13CC2
CCC1C2(C)CC(C)C(C)C12C
